,abstract,stemmed
1139,proliferation smart devices iot applications wireless communication technologies contribute countries development societys security cost reduction customer services satisfactions since used different aspects life traffic congestion accidents increased recently reached critical limits contribute initiating sever problems researchers governments industry last decades traffic accidents many defects relating increase number death infrastructure distribution health injuries therefore crucial need develop modify approach utilizes new technology limit prevent traffic accidents wireless sensors networks developed support smart solutions smart cities like smart traffic smart grid others research developed comprehensive approach achieve following three important goals smart accident elimination first goal minimize number exchange information packets sensors save battery life developing adapting clustering schema minimize number exchanges information packets second goal calculate determine optimum route accident location nearest rescue location developing dynamic routing schema calculated control station depending cost heuristics function third goal predicate accident causes minimize probability accidents occur using warning message schema drawing obstacles routing paths cupcarbon simulator matlab software tool developed simulate different scenarios order proof research goals,prolifer smart devic iot applic wireless communic technolog contribut countri develop societi secur cost reduct custom servic satisfact sinc use differ aspect life traffic congest accid increas recent reach critic limit contribut initi sever problem research govern industri last decad traffic accid mani defect relat increas number death infrastructur distribut health injuri therefor crucial need develop modifi approach util new technolog limit prevent traffic accid wireless sensor network develop support smart solut smart citi like smart traffic smart grid other research develop comprehens approach achiev follow three import goal smart accid elimin first goal minim number exchang inform packet sensor save batteri life develop adapt cluster schema minim number exchang inform packet second goal calcul determin optimum rout accid locat nearest rescu locat develop dynam rout schema calcul control station depend cost heurist function third goal predic accid caus minim probabl accid occur use warn messag schema draw obstacl rout path cupcarbon simul matlab softwar tool develop simul differ scenario order proof research goal
1147,merging manet iot utilized inevitable knowledge situations opens new possibility checking makes another communication stage various applications internet things iot sensors utilized iot applications sense nature send data gateway hub send congregated information manet hub particularly used information gathering manet plays key function used foundation iot arrange intrinsic properties manet hubs assemble unconstrained associations different hubs without need base manet hubs turn iot procedure accumulate information sensors fixed radiocommunication nodes manet cores utilized key advances applications iot idea selfdesigning manet hubs sensor hubs sent huge possibility paper taken survey manet iot various applications running era corelating various computing techniques like cloud fog edge manet iot examination improvement usage existing versatile specially selected procedure communication exploiting structure iot,merg manet iot util inevit knowledg situat open new possibl check make anoth communic stage various applic internet thing iot sensor util iot applic sens natur send data gateway hub send congreg inform manet hub particular use inform gather manet play key function use foundat iot arrang intrins properti manet hub assembl unconstrain associ differ hub without need base manet hub turn iot procedur accumul inform sensor fix radiocommun node manet core util key advanc applic iot idea selfdesign manet hub sensor hub sent huge possibl paper taken survey manet iot various applic run era corel various comput techniqu like cloud fog edg manet iot examin improv usag exist versatil special select procedur communic exploit structur iot
1152,since emergence coronavirus declaration global pandemic world changed sectors radically covid19 caused strong effect daily life adaptation new ways learning working communicating smart city one important solutions enable us go daily life pandemic beyond smart city employs current technology smart solutions serve community improve services provided people particularly vital sectors health education electricity transportation communications others article deals two innovative applications internet things smart cities first refers designing intelligent health monitoring system aims reduce spread coronavirus infection people medical staff well reduce work pressure medical staff second application refers monitoring electrical energy consumed measuring monitoring electrical parameters energy consumption addition helps us know power line trespasser systems implemented using sensors gather data realtime transmit server,sinc emerg coronavirus declar global pandem world chang sector radic covid19 caus strong effect daili life adapt new way learn work communic smart citi one import solut enabl us go daili life pandem beyond smart citi employ current technolog smart solut serv communiti improv servic provid peopl particular vital sector health educ electr transport communic other articl deal two innov applic internet thing smart citi first refer design intellig health monitor system aim reduc spread coronavirus infect peopl medic staff well reduc work pressur medic staff second applic refer monitor electr energi consum measur monitor electr paramet energi consumpt addit help us know power line trespass system implement use sensor gather data realtim transmit server
1164,number applications incorporating internet things iot concepts increases extraordinarily increase cannot continue without highquality assurance difficulties testing iot applications system heterogeneity test cost time taken test system precision percentage test resultsa wellknown possibly best solution overcoming difficulties model system evaluation purposes known modelbased testing mbt paper aims design modelbased testing approach assess iot applications performance quality attributes iso 25000 quality model used standard software quality assurance applications iotmaas used case study implement methodological approach possible test cases generated using acts combinatorial test generation tool performance metrics test case monitored optimum test case identified shortest response time least amount resources used proposed testing method appears successful according results,number applic incorpor internet thing iot concept increas extraordinarili increas cannot continu without highqual assur difficulti test iot applic system heterogen test cost time taken test system precis percentag test resultsa wellknown possibl best solut overcom difficulti model system evalu purpos known modelbas test mbt paper aim design modelbas test approach assess iot applic perform qualiti attribut iso 25000 qualiti model use standard softwar qualiti assur applic iotmaa use case studi implement methodolog approach possibl test case generat use act combinatori test generat tool perform metric test case monitor optimum test case identifi shortest respons time least amount resourc use propos test method appear success accord result
1165,2021 covid19 pandemic still thailand one facing second wave new coronavirus schools universities closed faculties need mostly teach online pedagogy including graduate students' courses study proposes focus ubiquitous area blended learning model iotbased solve problem graduate students advisors qualitative focusgroup technique mobile application draft synthesized designed track monitor graduate students' research activities smartphones builtin sensors stay active along researching advisors assignments smartphone nonactive periods implied several behaviors detected virtualize dashboards processed report total active learning period students advisor's evaluationmoreover students continually monitor selfefficacy improve online learning process besides study proposes confirm models quality twelve experts questionnaire results show average scores propriety utility feasibility accuracy standard 432 441 437 421 respectively therefore blended learning model's overall qualities iotbased smartphones extremely high proper implement,2021 covid19 pandem still thailand one face second wave new coronavirus school univers close faculti need most teach onlin pedagogi includ graduat student cours studi propos focus ubiquit area blend learn model iotbas solv problem graduat student advisor qualit focusgroup techniqu mobil applic draft synthes design track monitor graduat student research activ smartphon builtin sensor stay activ along research advisor assign smartphon nonact period impli sever behavior detect virtual dashboard process report total activ learn period student advisor evaluationmoreov student continu monitor selfefficaci improv onlin learn process besid studi propos confirm model qualiti twelv expert questionnair result show averag score proprieti util feasibl accuraci standard 432 441 437 421 respect therefor blend learn model overal qualiti iotbas smartphon extrem high proper implement
1172,flashover transmission distribution line insulators occurs insulators resistance drops critical level causes frequent power outages thin layers dust salt airborne particles gradually deposited surface insulators well humidity form electrolyte causes flashover paper flashover prevention system using iot technology machine learning proposed order reduce loss increase power reliability system includes iot module service clients iot module prototype installed distribution line pole located prachautit bangkok thailand collected data thirtyfour months data preprocessed split training process evaluation study built compared four models including linear regression polynomial regression autoregressive integrated moving average arima long shortterm memory lstm models results revealed lstm model outperformed 931 rmse 53074 others,flashov transmiss distribut line insul occur insul resist drop critic level caus frequent power outag thin layer dust salt airborn particl gradual deposit surfac insul well humid form electrolyt caus flashov paper flashov prevent system use iot technolog machin learn propos order reduc loss increas power reliabl system includ iot modul servic client iot modul prototyp instal distribut line pole locat prachautit bangkok thailand collect data thirtyfour month data preprocess split train process evalu studi built compar four model includ linear regress polynomi regress autoregress integr move averag arima long shortterm memori lstm model result reveal lstm model outperform 931 rmse 53074 other
1178,implementation face recognition technique using cctv able prevent unauthorized person enter gate face recognition used authentication implemented preventing criminal incidents research proposed face recognition system using convolutional neural network open close realtime barrier gate process consists convolutional layer pooling layer max pooling flattening fully connected layer detecting face information sent microcontroller using internet thing iot controlling barrier gate face recognition results used open close gate real time experimental results obtained average error rate 0320 accuracy success rate 933 average response time required microcontroller 0562ms simulation result show face recognition technique using cnn highly recommended implemented barrier gate system,implement face recognit techniqu use cctv abl prevent unauthor person enter gate face recognit use authent implement prevent crimin incid research propos face recognit system use convolut neural network open close realtim barrier gate process consist convolut layer pool layer max pool flatten fulli connect layer detect face inform sent microcontrol use internet thing iot control barrier gate face recognit result use open close gate real time experiment result obtain averag error rate 0320 accuraci success rate 933 averag respons time requir microcontrol 0562ms simul result show face recognit techniqu use cnn high recommend implement barrier gate system
370,understanding solar movement eg solar diurnal motion difficult beginning learn astronomy previous research revealed observationbased learning help make astronomical phenomena clearer understand learners research smartphone augmented reality ar technology 3d content used develop multiviewpoint smartphone arbased learning system mvsarls solar movement observations used realworld environment goal research assess usefulness system usability ar function 3d content overall effect system learners motivation taskbased experiments followup questionnaires results show mvsarl system effective improving observational skills learning ability learners enhancing motivation learn solar movement,understand solar movement eg solar diurnal motion difficult begin learn astronomi previous research reveal observationbas learn help make astronom phenomena clearer understand learner research smartphon augment realiti ar technolog 3d content use develop multiviewpoint smartphon arbas learn system mvsarl solar movement observ use realworld environ goal research assess use system usabl ar function 3d content overal effect system learner motiv taskbas experi followup questionnair result show mvsarl system effect improv observ skill learn abil learner enhanc motiv learn solar movement
380,possible improve learnersâ understanding concept lunar phases using observation based learning obl research smartphone augmented reality ar technology used develop multiviewpoint arbased mobile learning mvarml system moon observation used real world environment experiment conducted evaluate usefulness system participants given five moon observation tasks perform manually using mvarml system task given followup questionnaires usefulness functions system finally asked operational usability effect system motivating pursue lunar observation results show mvarml system effective improving observation learning students enhancing motivation pursue lunar learning,possibl improv learnersâ understand concept lunar phase use observ base learn obl research smartphon augment realiti ar technolog use develop multiviewpoint arbas mobil learn mvarml system moon observ use real world environ experi conduct evalu use system particip given five moon observ task perform manual use mvarml system task given followup questionnair use function system final ask oper usabl effect system motiv pursu lunar observ result show mvarml system effect improv observ learn student enhanc motiv pursu lunar learn
428,handheld digital devices rapidly increasing sensory capabilities registering multiple types input movement orientation position touch well light sound mobile augmented rreality one emerging forms representation expression exploits sensory media following text present discuss type indirect augmented reality call situated simulations situated simulation approximate identity 3d environment displayed screen user's real perspective given location makes possible create simulations relevant objects environments related specific place example interpretations past present situated simulation,handheld digit devic rapid increas sensori capabl regist multipl type input movement orient posit touch well light sound mobil augment rrealiti one emerg form represent express exploit sensori media follow text present discuss type indirect augment realiti call situat simul situat simul approxim ident 3d environ display screen user real perspect given locat make possibl creat simul relev object environ relat specif place exampl interpret past present situat simul
500,beginning 2000 researchers started see potential using augmented reality ar educational foresaw research within field since ar research taken many different approaches also true ar relation pedagogical purposes study investigate studied within ar field related mobile augmented reality attempts make systematic review learning pedagogical aspects approached articles recent years mobile augmented reality become increasingly interesting due mobile devices small form factors ability let students move around freely learning aim study make systematic review pedagogical uses mobile augmented reality based review previous literature mobile ar systems pedagogical purposes published 20002017 make possible see direction mobile ar systems education heading future mobile ar systems designed best fit needs future students effectively improve learning,begin 2000 research start see potenti use augment realiti ar educ foresaw research within field sinc ar research taken mani differ approach also true ar relat pedagog purpos studi investig studi within ar field relat mobil augment realiti attempt make systemat review learn pedagog aspect approach articl recent year mobil augment realiti becom increas interest due mobil devic small form factor abil let student move around freeli learn aim studi make systemat review pedagog use mobil augment realiti base review previous literatur mobil ar system pedagog purpos publish 20002017 make possibl see direct mobil ar system educ head futur mobil ar system design best fit need futur student effect improv learn
516,education one aspects many synthesized technology yet contrary fact learning materials still based text research aims develop alternative learning media implementing augmented reality technology preschooler students augmented reality ar application combine virtual object text pictures animation real world development augmented reality application uses web aurasma based studio learning materials daily prayer preschool student development characters animations using adobe illustrator adobe effects results study showed technology augmented reality used alternative learning media especially learning process preschool al furqon content augmented reality form animation gives understanding attention preschool student follow learning process,educ one aspect mani synthes technolog yet contrari fact learn materi still base text research aim develop altern learn media implement augment realiti technolog preschool student augment realiti ar applic combin virtual object text pictur anim real world develop augment realiti applic use web aurasma base studio learn materi daili prayer preschool student develop charact anim use adob illustr adob effect result studi show technolog augment realiti use altern learn media especi learn process preschool al furqon content augment realiti form anim give understand attent preschool student follow learn process
522,hinduism important role foundation religious concept implemented hindus bali indonesia meaning nine deities manifestations ida sang hyang widhi wasa god almighty guard control nine wind direction terms education bali learned elementary school students however social life concept attached understood balinese hinduism yet based problem social life idea develop markerless augmented reality utilizing gyroscope demonstrate position application designed know recognize understand characteristics using gyroscope sensor serves fulfill object deities coordinates determined furthermore serves provide information along innovative informative 3d animation result usefulness questionnaire application percentage value average 884 concluded ar useful helpful learners exploring position realworld environment result usability satisfaction questionnaire application percentage value average 848 shows application useful participants learn satisfied use,hinduism import role foundat religi concept implement hindus bali indonesia mean nine deiti manifest ida sang hyang widhi wasa god almighti guard control nine wind direct term educ bali learn elementari school student howev social life concept attach understood balines hinduism yet base problem social life idea develop markerless augment realiti util gyroscop demonstr posit applic design know recogn understand characterist use gyroscop sensor serv fulfil object deiti coordin determin furthermor serv provid inform along innov inform 3d anim result use questionnair applic percentag valu averag 884 conclud ar use help learner explor posit realworld environ result usabl satisfact questionnair applic percentag valu averag 848 show applic use particip learn satisfi use
526,mobile augmented reality mar grown exponentially last four decades imagination real physical experience especially education previously experts completed concepts effectiveness usability acceptance understanding designing mar applications introduce expose technological advances however applications addressed extensively classroom science learning science experiments receive little attention students go difficulties understanding phenomena science consequently become dissatisfied grasp basic knowledge eventually cannot pursue higher education career related science paper presents development mobile augmented reality physics marpex application high school students purpose application enhance learning motivation science experiments content modern science aims provide individual learning experience student science experiments marpex app design gone several phases filtering evaluation based specified objectives application needs maintain factors necessary achieve goal app designed developed specifically science physics experiments topic electromagnetism application encrypts several experimental instances addition good visualization understand phenomenon reallife experimental experience,mobil augment realiti mar grown exponenti last four decad imagin real physic experi especi educ previous expert complet concept effect usabl accept understand design mar applic introduc expos technolog advanc howev applic address extens classroom scienc learn scienc experi receiv littl attent student go difficulti understand phenomena scienc consequ becom dissatisfi grasp basic knowledg eventu cannot pursu higher educ career relat scienc paper present develop mobil augment realiti physic marpex applic high school student purpos applic enhanc learn motiv scienc experi content modern scienc aim provid individu learn experi student scienc experi marpex app design gone sever phase filter evalu base specifi object applic need maintain factor necessari achiev goal app design develop specif scienc physic experi topic electromagnet applic encrypt sever experiment instanc addit good visual understand phenomenon reallif experiment experi
531,many studies begun consider ensure pleasant experience visits cultural heritage sites museums although considering populace visitors sites hearing impaired hi visitors made smaller percentage literature limelight much normal hearing visitors thus hearing impaired tends endure certain unpalatable experiences leading dissatisfaction visits literature shown mobile augmented reality mar improve experiences visitors museum terms engagement enjoyment learning evident number articles tailored towards normal hearing visitors however recent study taken consideration hearing impaired visitors identifying engagement elements mar hi museum visitors identified elements include aesthetics interaction interest usability satisfaction motivation curiosity enjoyment perceived control selfefficacy focused attention article thus takes step introducing mar hi museum visitors engagement marhime conceptual model elements derived review literature done comprehensively validated panel experts altogether eleven elements went expert review process six elements validated used construction marhime model article also grounds justification selected six elements relation engagement future work include development marhime prototype used validate model among hearing impaired visitors museum,mani studi begun consid ensur pleasant experi visit cultur heritag site museum although consid populac visitor site hear impair hi visitor made smaller percentag literatur limelight much normal hear visitor thus hear impair tend endur certain unpalat experi lead dissatisfact visit literatur shown mobil augment realiti mar improv experi visitor museum term engag enjoy learn evid number articl tailor toward normal hear visitor howev recent studi taken consider hear impair visitor identifi engag element mar hi museum visitor identifi element includ aesthet interact interest usabl satisfact motiv curios enjoy perceiv control selfefficaci focus attent articl thus take step introduc mar hi museum visitor engag marhim conceptu model element deriv review literatur done comprehens valid panel expert altogeth eleven element went expert review process six element valid use construct marhim model articl also ground justif select six element relat engag futur work includ develop marhim prototyp use valid model among hear impair visitor museum
1220,one instrumental functional overheads many commercial edifices industrial plants electricity bill design development smart power monitoring device used make monitoring electrical parameters represented voltage current power wasit university buildings system unit smart sensing detect control electrical devices employed daily activities following different tariff rates capability decrease consumer costs improving grid stability developed model broadly examined experimental results comparing results devices conventional measuring arduino based wireless powering meter noninvasive existing meter domiciliary power wifi connection splitcore used measure current transformers 80211b connection means transmitting data homes wireless router base station monitoring web portal based wireless sensor network clear projection domestic data use one aims project data supply estimation consuming power optimizing reducing power usage objectives providing data,one instrument function overhead mani commerci edific industri plant electr bill design develop smart power monitor devic use make monitor electr paramet repres voltag current power wasit univers build system unit smart sens detect control electr devic employ daili activ follow differ tariff rate capabl decreas consum cost improv grid stabil develop model broad examin experiment result compar result devic convent measur arduino base wireless power meter noninvas exist meter domiciliari power wifi connect splitcor use measur current transform 80211b connect mean transmit data home wireless router base station monitor web portal base wireless sensor network clear project domest data use one aim project data suppli estim consum power optim reduc power usag object provid data
1268,one unexpected intelligence tactics known world war ii conceal data images reduced size point used every text transported front enemy's eyes new age expansion internet science use internet worldwide establish security feature iot service work reliably effectively deal internet things ensure work services customer interacts secretkey stenographic scheme embeds four grayscale secret size 128128 pixel images size 512512 pixel cover image work wavelet transform method used project analyze cover frequency components work combinations steganography cryptography made increase level safety make device difficult attackers beat resulting stegoimage transmitted raise suspicion objective subjective evaluation primary objective steganography achieved proposed system designed using matlab r2018b running pentium4 computer internet things works encryption system data synchronized manner technological development order maintain stability internet things service whether information signal services visual audio data remote control system data storage internet cloud must focus data preservation internet pirates internet system hackers picture figure4 shows method encryption dealing internet things system,one unexpect intellig tactic known world war ii conceal data imag reduc size point use everi text transport front enemi eye new age expans internet scienc use internet worldwid establish secur featur iot servic work reliabl effect deal internet thing ensur work servic custom interact secretkey stenograph scheme emb four grayscal secret size 128128 pixel imag size 512512 pixel cover imag work wavelet transform method use project analyz cover frequenc compon work combin steganographi cryptographi made increas level safeti make devic difficult attack beat result stegoimag transmit rais suspicion object subject evalu primari object steganographi achiev propos system design use matlab r2018b run pentium4 comput internet thing work encrypt system data synchron manner technolog develop order maintain stabil internet thing servic whether inform signal servic visual audio data remot control system data storag internet cloud must focus data preserv internet pirat internet system hacker pictur figure4 show method encrypt deal internet thing system
753,paper present digital application developed prevent teachers absenteeism private university indonesia particular evaluated development application androidbased attendance management system aams monitor teachers attendance teaching activity private university capital city jakarta indonesia adopting designbased research approach observed development procedure interviewed three endusers application ie teachers findings study revealed potential use aams digital tool prevent absenteeism among university teachers three main challenges highlighted application aams including processing time duration system error reporting analytics issues input manipulation furthermore recommendation offered basis findings,paper present digit applic develop prevent teacher absente privat univers indonesia particular evalu develop applic androidbas attend manag system aam monitor teacher attend teach activ privat univers capit citi jakarta indonesia adopt designbas research approach observ develop procedur interview three endus applic ie teacher find studi reveal potenti use aam digit tool prevent absente among univers teacher three main challeng highlight applic aam includ process time durat system error report analyt issu input manipul furthermor recommend offer basi find
758,past jawi script main medium intermediation malaya however since emergence roman script use jawi script marginalized causing less awareness among younger generation uniqueness jawi script therefore mobile application developed attract students explore jawi script especially spelling jawi words jawi spelling skills mobile application used constructivism approach addie model development process study used quantitative one group pretest posttest research design conducted among 20 students primary school result shows mean value posttest higher pretest 8900 percentage students liked jawi spelling skills mobile learning application high conclusion application jawi spelling skills mobile learning application able attract students learn jawi indirectly raised dignity jawi script future besides supporting 21st century education,past jawi script main medium intermedi malaya howev sinc emerg roman script use jawi script margin caus less awar among younger generat uniqu jawi script therefor mobil applic develop attract student explor jawi script especi spell jawi word jawi spell skill mobil applic use constructiv approach addi model develop process studi use quantit one group pretest posttest research design conduct among 20 student primari school result show mean valu posttest higher pretest 8900 percentag student like jawi spell skill mobil learn applic high conclus applic jawi spell skill mobil learn applic abl attract student learn jawi indirect rais digniti jawi script futur besid support 21st centuri educ
840,existence gamebased mobile application field education largely helped students interested motivated learn due presence game elements apps makes learning interesting script one subjects difficult learn younger generation since apply use private lives inclusion creative features game elements attract students explore script pre experimental one group pre test post test study conducted gamebased mobile application learning subject named g developed tested among 20 primary school students order observe elements game mobile app impacted spelling skills apps also evaluated 5 teachers findings shows gamebased mobile application able improve students performance finding supported positive results amongst students revealed mean value post test higher pre test 8900 conclusion mobile games app successfully enhanced students understanding subjects compared traditional learning methods,exist gamebas mobil applic field educ larg help student interest motiv learn due presenc game element app make learn interest script one subject difficult learn younger generat sinc appli use privat live inclus creativ featur game element attract student explor script pre experiment one group pre test post test studi conduct gamebas mobil applic learn subject name g develop test among 20 primari school student order observ element game mobil app impact spell skill app also evalu 5 teacher find show gamebas mobil applic abl improv student perform find support posit result amongst student reveal mean valu post test higher pre test 8900 conclus mobil game app success enhanc student understand subject compar tradit learn method
905,nowadays rapid advancement mobile software development triggered emerge online text messaging applications environment higher education institutions also widely utilized support communication process campus members research proposed system campusspecific online text messaging expected improve academic activities case study system implemented using framework use state polytechnic malang indonesia system consists three main subsystems work together including evaluate proposed system conducted survey result user satisfaction test shows users consisting lecturers staff students felt helped communication process campus environment,nowaday rapid advanc mobil softwar develop trigger emerg onlin text messag applic environ higher educ institut also wide util support communic process campus member research propos system campusspecif onlin text messag expect improv academ activ case studi system implement use framework use state polytechn malang indonesia system consist three main subsystem work togeth includ evalu propos system conduct survey result user satisfact test show user consist lectur staff student felt help communic process campus environ
906,study developed androidbased mobile application assist teachinglearning process civic education senior high schools researchanddevelopment activity employed addie model analysis design development implementation evaluation based validation material experts developed application feasible use 8904 media experts concurred assessment 9078 largegroup trials application scored 396 468 meaning provides excellent media platform high feasibility teachinglearning process civic education senior high schools,studi develop androidbas mobil applic assist teachinglearn process civic educ senior high school researchanddevelop activ employ addi model analysi design develop implement evalu base valid materi expert develop applic feasibl use 8904 media expert concur assess 9078 largegroup trial applic score 396 468 mean provid excel media platform high feasibl teachinglearn process civic educ senior high school
940,educational process literacy considered fundamental part focuses ability read write reading writing processes although features common may developed parallel encompassed teaching methods aim develop two skills time interactive mobile applications part strategy support teaching reading writing skills paper presents review five interactive mobile applications support teaching spanish reading writing skills mobile applications analyzed based general features activities following general features taken consideration existence voice assistants supporting characters language selection progression activities creation avatars variable difficulty progress panel images among others activities considered revision allow completing syllables completing words letters completing words syllables completing sentences relating images words among others,educ process literaci consid fundament part focus abil read write read write process although featur common may develop parallel encompass teach method aim develop two skill time interact mobil applic part strategi support teach read write skill paper present review five interact mobil applic support teach spanish read write skill mobil applic analyz base general featur activ follow general featur taken consider exist voic assist support charact languag select progress activ creation avatar variabl difficulti progress panel imag among other activ consid revis allow complet syllabl complet word letter complet word syllabl complet sentenc relat imag word among other
1206,virtual reality combination technology used visualize provide interaction virtual environment environment often depict threedimensional space could realistic imaginary one problem build virtual reality application yet available approach development lifecycle build virtual reality application study implement software development project management approach scrum build virtual reality application new media learning english goal find system development approach providing new guide project management build virtual reality application right project started application reach production stage final release also study using unity 3d create virtual environment c backend programming language build mobile application made virtual application build using cross platform mobile development study concludes mobile learning applications increase student motivation place students main subject english lessons support teaching learning process educational context,virtual realiti combin technolog use visual provid interact virtual environ environ often depict threedimension space could realist imaginari one problem build virtual realiti applic yet avail approach develop lifecycl build virtual realiti applic studi implement softwar develop project manag approach scrum build virtual realiti applic new media learn english goal find system develop approach provid new guid project manag build virtual realiti applic right project start applic reach product stage final releas also studi use uniti 3d creat virtual environ c backend program languag build mobil applic made virtual applic build use cross platform mobil develop studi conclud mobil learn applic increas student motiv place student main subject english lesson support teach learn process educ context
1219,evolution mobile technologies learning increased requirements developing appropriate usability model fall line mobile learning applications usability mobile learning applications topic research paper focuses tailored designed model called mutuat mobile usability model combines people centre mobile application development pacmad unified theory acceptance use technology utaut form robust model addition usability research application ict developed children speech delays children diagnosed autism spectrum application mobiletabletbased application developed according mobile usability measures get maximum learning skills abilities help autistic children designed according needs children specific category skills autism spectrum broad spectrum high low disabilities application consists visual audio aids help children feel comfortable associate objects easily original meaning connections pecs one common techniques clinically proven effective cases application helped individual autism spectrum well children speech delays disabilities communicate correlate faster easily application help many families constructing communicative path people disabilities application innovative developed arabic language serve arabic learners autistic applications available serve english learners results gathered questionnaire highlight usability issues ict application developed app overcome usability issues,evolut mobil technolog learn increas requir develop appropri usabl model fall line mobil learn applic usabl mobil learn applic topic research paper focus tailor design model call mutuat mobil usabl model combin peopl centr mobil applic develop pacmad unifi theori accept use technolog utaut form robust model addit usabl research applic ict develop children speech delay children diagnos autism spectrum applic mobiletabletbas applic develop accord mobil usabl measur get maximum learn skill abil help autist children design accord need children specif categori skill autism spectrum broad spectrum high low disabl applic consist visual audio aid help children feel comfort associ object easili origin mean connect pec one common techniqu clinic proven effect case applic help individu autism spectrum well children speech delay disabl communic correl faster easili applic help mani famili construct communic path peopl disabl applic innov develop arab languag serv arab learner autist applic avail serv english learner result gather questionnair highlight usabl issu ict applic develop app overcom usabl issu
112,graduation projects gp important reflects academic profile achievement students many years graduation projects done information technology department students projects great value published scientific journals international conferences however projects stored archive room haphazardly small part set electronic pdf files stored hard disk wastes time effort cannot benefit however system classify store projects good way benefit paper reviewed best machine learning algorithms classify text “graduation projects” support vector machine svm algorithm logistic regression lr algorithm random forest rf algorithm deal extremely small amount dataset comparing algorithms based accuracy choose svm algorithm classify projects besides mention deal super small dataset solve problem,graduat project gp import reflect academ profil achiev student mani year graduat project done inform technolog depart student project great valu publish scientif journal intern confer howev project store archiv room haphazard small part set electron pdf file store hard disk wast time effort cannot benefit howev system classifi store project good way benefit paper review best machin learn algorithm classifi text “graduat projects” support vector machin svm algorithm logist regress lr algorithm random forest rf algorithm deal extrem small amount dataset compar algorithm base accuraci choos svm algorithm classifi project besid mention deal super small dataset solv problem
904,research aimed conduct extensive study machine learning deep learning methods cybersecurity accomplish objectives research carried qualitative study based secondary data collection review available studies literature research examined three machine learning methods three deep learning methods study popular techniques used cybersecurity research working mechanism method studied along strengths weaknesses also comparative discussion made examine effective method cybersecurity limitations current literature also identified future direction also given target develop weak areas machine learning deep learning methods,research aim conduct extens studi machin learn deep learn method cybersecur accomplish object research carri qualit studi base secondari data collect review avail studi literatur research examin three machin learn method three deep learn method studi popular techniqu use cybersecur research work mechan method studi along strength weak also compar discuss made examin effect method cybersecur limit current literatur also identifi futur direct also given target develop weak area machin learn deep learn method
1247,global online communication channel made possible internet increased credit card fraud leading huge loss monetary fund billions annually consumers financial institutions fraudsters constantly devise new strategy perpetrate illegal transactions innovative detection systems combating fraud imperative curb losses paper presents combination multiple classifiers stacking ensemble technique credit card fraud detection fuzzyrough nearest neighbor frnn sequential minimal optimization smo employed base classifiers combined prediction becomes data input metaclassifier logistic regression lr resulting final predictive outcome improved detection simulation results compared seven algorithms affirms ensemble model adequately detect credit card fraud detection rates 8490 7630,global onlin communic channel made possibl internet increas credit card fraud lead huge loss monetari fund billion annual consum financi institut fraudster constant devis new strategi perpetr illeg transact innov detect system combat fraud imper curb loss paper present combin multipl classifi stack ensembl techniqu credit card fraud detect fuzzyrough nearest neighbor frnn sequenti minim optim smo employ base classifi combin predict becom data input metaclassifi logist regress lr result final predict outcom improv detect simul result compar seven algorithm affirm ensembl model adequ detect credit card fraud detect rate 8490 7630
