,abstract,stemmed
1100,the current situation in the region of arequipa peru is an increase in crime and insecurity companies that provide private surveillance services have increased the costs of equipment and services online we propose is to implement a lowcost gas leakage and surveillance system for singlefamily houses implemented with raspberry pi3 an arduino board sim 900 module sensors actuators and peripherals the system alerts by sending a text message when an intruder enters the home or when there is a gas leak it captures the webcam image that is sent to the homeowner's email for voice command recognition witai and firebase are used for communication between the system and the mobile application system functionality and usability tests were carried out allowing us to know user satisfaction,the current situat in the region of arequipa peru is an increas in crime and insecur compani that provid privat surveil servic have increas the cost of equip and servic onlin we propos is to implement a lowcost gas leakag and surveil system for singlefamili hous implement with raspberri pi3 an arduino board sim 900 modul sensor actuat and peripher the system alert by send a text messag when an intrud enter the home or when there is a gas leak it captur the webcam imag that is sent to the homeown email for voic command recognit witai and firebas are use for communic between the system and the mobil applic system function and usabl test were carri out allow us to know user satisfact
1134,lorawan is one of the leading low power wide area network lpwan lpwan technologies that compete for the formation of big scale internet of things iot it uses lora protocol to achieve long range low bit rate and low power communication large scale lorawan based iot deployments can consist of battery powered sensor nodes therefore the energy consumption and efficiency of these nodes are crucial factors that can influence the lifetime of the network however there is no coherent experimental based research which identifies the factors that influence the lora energy efficiency at various nodes density in this paper results on measuring the packet delivery ratio packet loss data rate and energy consumption ratio ecr to gauge the energy efficiency of lora devices at various nodes density are presented it is shown that the ecr of lora is inversely proportional to the nodes density and that the ecr of the network is smaller at higher traffic indicating better network energy efficiency it is also demonstrated that at high node density spreading factor sf of 7 and 9 can improve the energy efficiency of the network by 5 and 3 times respectively compare to sf 11,lorawan is one of the lead low power wide area network lpwan lpwan technolog that compet for the format of big scale internet of thing iot it use lora protocol to achiev long rang low bit rate and low power communic larg scale lorawan base iot deploy can consist of batteri power sensor node therefor the energi consumpt and effici of these node are crucial factor that can influenc the lifetim of the network howev there is no coher experiment base research which identifi the factor that influenc the lora energi effici at various node densiti in this paper result on measur the packet deliveri ratio packet loss data rate and energi consumpt ratio ecr to gaug the energi effici of lora devic at various node densiti are present it is shown that the ecr of lora is invers proport to the node densiti and that the ecr of the network is smaller at higher traffic indic better network energi effici it is also demonstr that at high node densiti spread factor sf of 7 and 9 can improv the energi effici of the network by 5 and 3 time respect compar to sf 11
1137,iov is a known platform for exchanging data between vehicles and distinct networks through diverse communication media embedded technologies like iot and intelligent transportation are aimed to build smart networks for iov to support diverse automated applications such as smart vehicle control intelligent traffic control and dynamic data services however in the smart domain implementation of iov has unresolved challenges synchronization of vehicles and humans is a crucial issue in making decisions therefore proper understanding of the pertinent issues about iov implementation that can improve the vns performance are essential dsrc and cellular networks are considered as potential alternatives for endorsing v2x communications dsrc is employed for intelligent and automotive transportation applications through shortrange data exchange between dsrccomponents although spectrum assigned to dsrc alone will not be appropriate to satisfy huge information traffic needs for internet access in vehicles cellular networks offer potential solutions attributing extensive range of cell coverage broadly deployed infrastructure and greater capacity nevertheless centralized characteristics of these networks limit the ability to handle lowlatency communications that can challenge the efficacy of several safety applications this paper reviews potential dsrc and wireless integrated solutions for efficient vehicular communications in methodology first we reviewed existing technologies that integrate dsrc with other wireless technologies and secondly the study is carried out to highlight the limitations for each supporting vehicular communications thereby the paper embeds a brief comparative analysis finally an algorithm is proposed to integrate dsrc and 4glte with a novel optimal clustering based data forwarding protocol for efficient data transmission to attain better performance in iov the performance of the proposed algorithm is compared with the existing approaches using the ns3 simulation tool the obtained results demonstrate that the proposed algorithm outperforms over the existing approaches in terms of end to end delay and throughput ,iov is a known platform for exchang data between vehicl and distinct network through divers communic media embed technolog like iot and intellig transport are aim to build smart network for iov to support divers autom applic such as smart vehicl control intellig traffic control and dynam data servic howev in the smart domain implement of iov has unresolv challeng synchron of vehicl and human is a crucial issu in make decis therefor proper understand of the pertin issu about iov implement that can improv the vns perform are essenti dsrc and cellular network are consid as potenti altern for endors v2x communic dsrc is employ for intellig and automot transport applic through shortrang data exchang between dsrccompon although spectrum assign to dsrc alon will not be appropri to satisfi huge inform traffic need for internet access in vehicl cellular network offer potenti solut attribut extens rang of cell coverag broad deploy infrastructur and greater capac nevertheless central characterist of these network limit the abil to handl lowlat communic that can challeng the efficaci of sever safeti applic this paper review potenti dsrc and wireless integr solut for effici vehicular communic in methodolog first we review exist technolog that integr dsrc with other wireless technolog and second the studi is carri out to highlight the limit for each support vehicular communic therebi the paper emb a brief compar analysi final an algorithm is propos to integr dsrc and 4glte with a novel optim cluster base data forward protocol for effici data transmiss to attain better perform in iov the perform of the propos algorithm is compar with the exist approach use the ns3 simul tool the obtain result demonstr that the propos algorithm outperform over the exist approach in term of end to end delay and throughput 
1139,the proliferation of smart devices iot applications and wireless communication technologies contribute in countries development societys security cost reduction and customer services satisfactions since they are used in different aspects of our life traffic congestion and accidents are increased recently and reached critical limits so these contribute in initiating sever problems for researchers governments and industry over the last few decades traffic accidents have many defects relating to increase number of death infrastructure distribution and health injuries therefore there is a crucial need to develop and modify an approach that utilizes the new technology to limit and prevent the traffic accidents  wireless sensors networks are developed to support smart solutions in smart cities like smart traffic smart grid and others in this research we developed a comprehensive approach to achieve the following three important goals in smart accident elimination the first goal is to minimize the number of exchange information packets between sensors to save the battery life through developing and adapting clustering schema to minimize the number of exchanges information packets the second goal is to calculate and determine the optimum route from accident location to the nearest rescue location by developing a dynamic routing schema   that is calculated by the control station depending on a cost heuristics function the third goal is to predicate the accident causes and minimize the probability of accidents occur using a warning message schema and drawing some obstacles on some routing paths cupcarbon simulator and matlab software tool are developed to simulate different scenarios in order to proof the research goals,the prolifer of smart devic iot applic and wireless communic technolog contribut in countri develop societi secur cost reduct and custom servic satisfact sinc they are use in differ aspect of our life traffic congest and accid are increas recent and reach critic limit so these contribut in initi sever problem for research govern and industri over the last few decad traffic accid have mani defect relat to increas number of death infrastructur distribut and health injuri therefor there is a crucial need to develop and modifi an approach that util the new technolog to limit and prevent the traffic accidents  wireless sensor network are develop to support smart solut in smart citi like smart traffic smart grid and other in this research we develop a comprehens approach to achiev the follow three import goal in smart accid elimin the first goal is to minim the number of exchang inform packet between sensor to save the batteri life through develop and adapt cluster schema to minim the number of exchang inform packet the second goal is to calcul and determin the optimum rout from accid locat to the nearest rescu locat by develop a dynam rout schema   that is calcul by the control station depend on a cost heurist function the third goal is to predic the accid caus and minim the probabl of accid occur use a warn messag schema and draw some obstacl on some rout path cupcarbon simul and matlab softwar tool are develop to simul differ scenario in order to proof the research goal
1147,merging of manet with iot utilized in inevitable knowledge situations opens new possibility in checking and makes another communication stage for various applications in internet of things iot sensors utilized for iot applications sense nature and send the data to the gateway hub which then send the congregated information to the manet hub particularly used for information gathering manet plays a key function which is used as the foundation of the iot arrange because of its intrinsic properties the manet hubs can assemble unconstrained associations with different hubs without the need of any base manet hubs can turn over the iot procedure and accumulate information from the sensors and or any fixed radiocommunication nodes manet cores can be utilized as key advances in a few applications in iot because of the idea of selfdesigning manet hubs just as the sensor hubs can be sent in huge possibility in this paper we have taken a survey of manet and iot various applications in running era and corelating various computing techniques like cloud fog and edge with manet and iot this examination is an improvement and usage of existing versatile specially selected procedure communication exploiting the in the structure of the iot,merg of manet with iot util in inevit knowledg situat open new possibl in check and make anoth communic stage for various applic in internet of thing iot sensor util for iot applic sens natur and send the data to the gateway hub which then send the congreg inform to the manet hub particular use for inform gather manet play a key function which is use as the foundat of the iot arrang becaus of it intrins properti the manet hub can assembl unconstrain associ with differ hub without the need of ani base manet hub can turn over the iot procedur and accumul inform from the sensor and or ani fix radiocommun node manet core can be util as key advanc in a few applic in iot becaus of the idea of selfdesign manet hub just as the sensor hub can be sent in huge possibl in this paper we have taken a survey of manet and iot various applic in run era and corel various comput techniqu like cloud fog and edg with manet and iot this examin is an improv and usag of exist versatil special select procedur communic exploit the in the structur of the iot
1152,since the emergence of the coronavirus and its declaration as a global pandemic the world has changed all sectors radically covid19 has caused a very strong effect on daily life and adaptation to new ways of learning working and communicating the smart city is one of the most important solutions that enable us to go on with daily life during the pandemic and beyond the smart city employs the current technology and smart solutions to serve the community and improve the services provided to the people particularly in vital sectors such as health education electricity transportation communications and others this article deals with two innovative applications for the internet of things in smart cities the first refers to designing an intelligent health monitoring system which aims to reduce the spread of coronavirus infection from people to the medical staff as well as reduce work pressure on the medical staff the second application refers to monitoring electrical energy consumed by measuring and monitoring electrical parameters and energy consumption in addition it helps us to know the power line trespasser both systems are implemented by using sensors to gather data in realtime and then transmit it to the server,sinc the emerg of the coronavirus and it declar as a global pandem the world has chang all sector radic covid19 has caus a veri strong effect on daili life and adapt to new way of learn work and communic the smart citi is one of the most import solut that enabl us to go on with daili life dure the pandem and beyond the smart citi employ the current technolog and smart solut to serv the communiti and improv the servic provid to the peopl particular in vital sector such as health educ electr transport communic and other this articl deal with two innov applic for the internet of thing in smart citi the first refer to design an intellig health monitor system which aim to reduc the spread of coronavirus infect from peopl to the medic staff as well as reduc work pressur on the medic staff the second applic refer to monitor electr energi consum by measur and monitor electr paramet and energi consumpt in addit it help us to know the power line trespass both system are implement by use sensor to gather data in realtim and then transmit it to the server
1164,the number of applications incorporating internet of things iot concepts increases extraordinarily this increase cannot continue without highquality assurance there are some difficulties in testing iot applications the system heterogeneity test cost and time are taken to test the system and the precision percentage of test resultsa wellknown and possibly the best solution to overcoming these difficulties is to model the system for evaluation purposes known as modelbased testing mbt this paper aims to design a modelbased testing approach to assess iot applications performance quality attributes the iso 25000 quality model is used as a standard for software quality assurance applications iotmaas is used as a case study to implement the methodological approach the possible test cases were generated using the acts combinatorial test generation tool the performance metrics of each test case were monitored until the optimum test case was identified with the shortest response time and the least amount of resources used the proposed testing method appears to be successful according to the results,the number of applic incorpor internet of thing iot concept increas extraordinarili this increas cannot continu without highqual assur there are some difficulti in test iot applic the system heterogen test cost and time are taken to test the system and the precis percentag of test resultsa wellknown and possibl the best solut to overcom these difficulti is to model the system for evalu purpos known as modelbas test mbt this paper aim to design a modelbas test approach to assess iot applic perform qualiti attribut the iso 25000 qualiti model is use as a standard for softwar qualiti assur applic iotmaa is use as a case studi to implement the methodolog approach the possibl test case were generat use the act combinatori test generat tool the perform metric of each test case were monitor until the optimum test case was identifi with the shortest respons time and the least amount of resourc use the propos test method appear to be success accord to the result
1165,in 2021 the covid19 pandemic is still not over thailand is the one that is facing the second wave of new coronavirus schools and universities were closed and faculties need to mostly teach with online pedagogy including the graduate students' courses this study proposes to focus on the ubiquitous area of the blended learning model with iotbased to solve a problem of graduate students and their advisors by the qualitative focusgroup technique the mobile application draft was synthesized and designed to track and monitor graduate students' research activities on smartphones by builtin sensors they should stay active along while researching the advisors assignments on their smartphone nonactive periods are implied when several behaviors are detected virtualize dashboards are processed to report the total active learning period of students for the advisor's evaluationmoreover students can continually monitor their selfefficacy to improve the online learning process besides this study proposes to confirm the models quality by twelve experts with the questionnaire the results show average scores of propriety utility feasibility and accuracy standard are 432 441 437 and 421 respectively therefore the blended learning model's overall qualities with iotbased smartphones are extremely high and proper to implement,in 2021 the covid19 pandem is still not over thailand is the one that is face the second wave of new coronavirus school and univers were close and faculti need to most teach with onlin pedagogi includ the graduat student cours this studi propos to focus on the ubiquit area of the blend learn model with iotbas to solv a problem of graduat student and their advisor by the qualit focusgroup techniqu the mobil applic draft was synthes and design to track and monitor graduat student research activ on smartphon by builtin sensor they should stay activ along while research the advisor assign on their smartphon nonact period are impli when sever behavior are detect virtual dashboard are process to report the total activ learn period of student for the advisor evaluationmoreov student can continu monitor their selfefficaci to improv the onlin learn process besid this studi propos to confirm the model qualiti by twelv expert with the questionnair the result show averag score of proprieti util feasibl and accuraci standard are 432 441 437 and 421 respect therefor the blend learn model overal qualiti with iotbas smartphon are extrem high and proper to implement
1172,flashover on transmission and distribution line insulators occurs when the insulators resistance drops to a critical level and causes frequent power outages thin layers of dust salt and airborne particles gradually deposited on the surface of insulators as well as humidity form an electrolyte which causes flashover  in this paper a flashover prevention system using iot technology and machine learning is proposed in order to reduce loss and increase power reliability the system includes an iot module a service and clients the iot module prototype was installed at a distribution line pole located in prachautit bangkok thailand and had collected data for thirtyfour months the data were preprocessed and split for the training process and evaluation in this study we built and compared four models including linear regression polynomial regression autoregressive integrated moving average arima and long shortterm memory lstm models the results revealed that the lstm model outperformed 931 rmse 53074 the others,flashov on transmiss and distribut line insul occur when the insul resist drop to a critic level and caus frequent power outag thin layer of dust salt and airborn particl gradual deposit on the surfac of insul as well as humid form an electrolyt which caus flashov  in this paper a flashov prevent system use iot technolog and machin learn is propos in order to reduc loss and increas power reliabl the system includ an iot modul a servic and client the iot modul prototyp was instal at a distribut line pole locat in prachautit bangkok thailand and had collect data for thirtyfour month the data were preprocess and split for the train process and evalu in this studi we built and compar four model includ linear regress polynomi regress autoregress integr move averag arima and long shortterm memori lstm model the result reveal that the lstm model outperform 931 rmse 53074 the other
1178,the implementation of face recognition technique using cctv is able to prevent unauthorized person enter the gate face recognition can be used for authentication which can be implemented for preventing of criminal incidents this research proposed a face recognition system using convolutional neural network to open and close the realtime barrier gate the process consists of a convolutional layer pooling layer max pooling flattening and fully connected layer for detecting a face the information was sent to the microcontroller using internet of thing iot for controlling the barrier gate the face recognition results are used to open or close the gate in the real time the experimental results obtained average error rate of 0320 and the accuracy of success rate is about 933 the average response time required by microcontroller is about 0562ms the simulation result show that the face recognition technique using cnn is highly recommended to be implemented in barrier gate system,the implement of face recognit techniqu use cctv is abl to prevent unauthor person enter the gate face recognit can be use for authent which can be implement for prevent of crimin incid this research propos a face recognit system use convolut neural network to open and close the realtim barrier gate the process consist of a convolut layer pool layer max pool flatten and fulli connect layer for detect a face the inform was sent to the microcontrol use internet of thing iot for control the barrier gate the face recognit result are use to open or close the gate in the real time the experiment result obtain averag error rate of 0320 and the accuraci of success rate is about 933 the averag respons time requir by microcontrol is about 0562ms the simul result show that the face recognit techniqu use cnn is high recommend to be implement in barrier gate system
370,understanding solar movement eg solar diurnal motion is difficult for those are beginning to learn about astronomy previous research has revealed that observationbased learning can help make astronomical phenomena clearer to understand for such learners in this research smartphone augmented reality ar technology and 3d content were used to develop a multiviewpoint smartphone arbased learning system mvsarls for solar movement observations that can be used in the realworld environment the goal of this research is to assess the usefulness of the system usability of the ar function and 3d content and the overall effect of the system on the learners motivation through taskbased experiments with followup questionnaires the results show that the mvsarl system is effective in improving the observational skills and learning ability of learners and in enhancing their motivation to learn about solar movement,understand solar movement eg solar diurnal motion is difficult for those are begin to learn about astronomi previous research has reveal that observationbas learn can help make astronom phenomena clearer to understand for such learner in this research smartphon augment realiti ar technolog and 3d content were use to develop a multiviewpoint smartphon arbas learn system mvsarl for solar movement observ that can be use in the realworld environ the goal of this research is to assess the use of the system usabl of the ar function and 3d content and the overal effect of the system on the learner motiv through taskbas experi with followup questionnair the result show that the mvsarl system is effect in improv the observ skill and learn abil of learner and in enhanc their motiv to learn about solar movement
380,it is possible to improve learnersâ understanding of the concept of lunar phases by using observation based learning obl in this research smartphone augmented reality ar technology was used to develop a multiviewpoint arbased mobile learning mvarml system for moon observation that can be used in the real world environment an experiment was conducted to evaluate the usefulness of our system participants were given five moon observation tasks which they had to perform manually and using the mvarml system after each task they were given followup questionnaires on the usefulness of the functions in the system finally they were asked about the operational usability and the effect our system had in motivating them to pursue lunar observation the results show that the mvarml system is effective in improving the observation and learning of students and in enhancing their motivation to pursue lunar learning,it is possibl to improv learnersâ understand of the concept of lunar phase by use observ base learn obl in this research smartphon augment realiti ar technolog was use to develop a multiviewpoint arbas mobil learn mvarml system for moon observ that can be use in the real world environ an experi was conduct to evalu the use of our system particip were given five moon observ task which they had to perform manual and use the mvarml system after each task they were given followup questionnair on the use of the function in the system final they were ask about the oper usabl and the effect our system had in motiv them to pursu lunar observ the result show that the mvarml system is effect in improv the observ and learn of student and in enhanc their motiv to pursu lunar learn
428,handheld digital devices are rapidly increasing their sensory capabilities for registering multiple types of input such as movement orientation position and touch as well as light and sound mobile augmented rreality is one of the emerging forms of representation and expression that exploits these sensory media in the following text we will present and discuss a type of indirect augmented reality which we call situated simulations in a situated simulation there is approximate identity between the 3d environment displayed on the screen and the user's real perspective on a given location this makes it possible to create simulations of relevant objects and environments related to a specific place for example interpretations of its past we present a situated simulation,handheld digit devic are rapid increas their sensori capabl for regist multipl type of input such as movement orient posit and touch as well as light and sound mobil augment rrealiti is one of the emerg form of represent and express that exploit these sensori media in the follow text we will present and discuss a type of indirect augment realiti which we call situat simul in a situat simul there is approxim ident between the 3d environ display on the screen and the user real perspect on a given locat this make it possibl to creat simul of relev object and environ relat to a specif place for exampl interpret of it past we present a situat simul
500,in the beginning of 2000 researchers started to see the potential of using augmented reality ar in educational and foresaw that further research within the field since then ar research have taken many different approaches this is also true for ar in relation to pedagogical purposes this study is to investigate what has been studied within the ar field related to mobile augmented reality it attempts to make systematic review of how learning and pedagogical aspects have been approached in the articles in recent years mobile augmented reality has become increasingly interesting due to the mobile devices small form factors and their ability to let the students move around freely while learning the aim of this study is to make a systematic review of pedagogical uses of mobile augmented reality based on a review of previous literature of mobile ar systems for pedagogical purposes published between 20002017 make it possible to see in which direction mobile ar systems for education are heading and how future mobile ar systems should be designed to best fit the needs of future students so they can more effectively improve their learning,in the begin of 2000 research start to see the potenti of use augment realiti ar in educ and foresaw that further research within the field sinc then ar research have taken mani differ approach this is also true for ar in relat to pedagog purpos this studi is to investig what has been studi within the ar field relat to mobil augment realiti it attempt to make systemat review of how learn and pedagog aspect have been approach in the articl in recent year mobil augment realiti has becom increas interest due to the mobil devic small form factor and their abil to let the student move around freeli while learn the aim of this studi is to make a systemat review of pedagog use of mobil augment realiti base on a review of previous literatur of mobil ar system for pedagog purpos publish between 20002017 make it possibl to see in which direct mobil ar system for educ are head and how futur mobil ar system should be design to best fit the need of futur student so they can more effect improv their learn
516,education is one of the aspects that many synthesized with technology yet this is contrary to the fact that where most of the learning materials are still based on text this research aims to develop an alternative learning media by implementing augmented reality technology for preschooler students augmented reality ar is an application that can combine the virtual object as text pictures and animation into the real world development of augmented reality application uses web aurasma based studio with learning materials of daily prayer for preschool student the development of the characters and the animations were using adobe illustrator and adobe after effects the results of the study showed that technology augmented reality can be used as an alternative learning media especially in the learning process in preschool al furqon this is because the content augmented reality in the form of animation can gives more understanding and attention for preschool student to follow the learning process,educ is one of the aspect that mani synthes with technolog yet this is contrari to the fact that where most of the learn materi are still base on text this research aim to develop an altern learn media by implement augment realiti technolog for preschool student augment realiti ar i an applic that can combin the virtual object as text pictur and anim into the real world develop of aug reality appl use web aurasma based studio with learn materials of daili prayer for preschool student th develop of the charact and the anim were use adob illustr and adob after effect the result of the studi show that technology aug reality can be used a an altern learn media especi in the learn process in preschool al furqon this is becaus the content aug realiti in the form of anim can give more understand and attent for preschool student to follow the learn process
522, in hinduism has an important role as the foundation of the religious concept implemented by hindus in bali indonesia it has the meaning of nine deities or manifestations of ida sang hyang widhi wasa god almighty  that guard or control the nine wind direction  in terms of education in bali has been learned by the elementary school students however in social life the concept of  itself has not been attached and understood by all balinese hinduism yet based on the problem in social life there is an idea to develop markerless augmented reality utilizing gyroscope to demonstrate the position of  this application is designed to know recognize and understand the characteristics of  using gyroscope this sensor serves to fulfill the object of the deities in the coordinates to be determined furthermore it serves to provide information about  along with the innovative and informative 3d animation the result of usefulness questionnaire of this application percentage value average is 884 it can be concluded that ar  is very useful and helpful for learners in exploring the  position in a realworld environment the result of usability and satisfaction questionnaire of this application percentage value average is 848 it shows that the application is very useful for the participants to learn  and very satisfied to use, in hinduism has an import role as the foundat of the religi concept implement by hindus in bali indonesia it has the mean of nine deiti or manifest of ida sang hyang widhi wasa god almighty  that guard or control the nine wind direct  in term of educ in bali has been learn by the elementari school student howev in social life the concept of  itself has not been attach and understood by all balines hinduism yet base on the problem in social life there is an idea to develop markerless augment realiti util gyroscop to demonstr the posit of  this applic is design to know recogn and understand the characterist of  use gyroscop this sensor serv to fulfil the object of the deiti in the coordin to be determin furthermor it serv to provid inform about  along with the innov and inform 3d anim the result of use questionnair of this applic percentag valu averag is 884 it can be conclud that ar  is veri use and help for learner in explor the  posit in a realworld environ the result of usabl and satisfact questionnair of this applic percentag valu averag is 848 it show that the applic is veri use for the particip to learn  and veri satisfi to use
526,mobile augmented reality mar has grown exponentially over the last four decades from imagination to real physical experience especially in education previously experts have completed the concepts of effectiveness usability acceptance and understanding in designing mar applications to introduce and expose technological advances however most of these applications are addressed extensively for classroom science learning while science experiments receive little attention students have to go through difficulties in understanding the phenomena of science and consequently become dissatisfied with their grasp on basic knowledge and eventually cannot pursue higher education or career related to science this paper presents the development of mobile augmented reality for physics marpex application for high school students the purpose of this application is to enhance the learning motivation in science experiments through the content of modern science it aims to provide an individual learning experience for each student in science experiments the marpex app design has gone through several phases of filtering and evaluation based on the specified objectives this application needs to maintain the factors necessary to achieve this goal this app has been designed and developed specifically for science physics experiments on the topic of electromagnetism the application encrypts several experimental instances with the addition of good visualization to understand this phenomenon and has reallife experimental experience,mobil augment realiti mar has grown exponenti over the last four decad from imagin to real physic experi especi in educ previous expert have complet the concept of effect usabl accept and understand in design mar applic to introduc and expos technolog advanc howev most of these applic are address extens for classroom scienc learn while scienc experi receiv littl attent student have to go through difficulti in understand the phenomena of scienc and consequ becom dissatisfi with their grasp on basic knowledg and eventu cannot pursu higher educ or career relat to scienc this paper present the develop of mobil augment realiti for physic marpex applic for high school student the purpos of this applic is to enhanc the learn motiv in scienc experi through the content of modern scienc it aim to provid an individu learn experi for each student in scienc experi the marpex app design has gone through sever phase of filter and evalu base on the specifi object this applic need to maintain the factor necessari to achiev this goal this app has been design and develop specif for scienc physic experi on the topic of electromagnet the applic encrypt sever experiment instanc with the addit of good visual to understand this phenomenon and has reallif experiment experi
531,many studies have begun to consider how to ensure a pleasant experience during visits to cultural heritage sites and museums although when considering the populace of the visitors to these sites the hearing impaired hi visitors which made up of a smaller percentage have not been in the literature limelight as much as the normal hearing visitors thus the hearing impaired tends to endure certain unpalatable experiences leading to dissatisfaction of their visits literature has shown that mobile augmented reality mar can improve the experiences of visitors to the museum in terms of engagement enjoyment and learning this is evident in a number of articles tailored towards normal hearing visitors however a recent study has taken into consideration the hearing impaired visitors by identifying the engagement elements of mar for the hi museum visitors the identified elements include aesthetics interaction interest usability satisfaction motivation curiosity enjoyment perceived control selfefficacy and focused attention this article thus takes a step further by introducing the mar for the hi museum visitors engagement marhime conceptual model these elements are derived from a review of literature which has been done comprehensively and are validated by a panel of experts altogether eleven elements went through the expert review process and only six elements were validated to be used for the construction of the marhime model this article also further grounds the justification of these selected six elements in relation to engagement future work will include the development of the marhime prototype which will be used to validate the model among the hearing impaired visitors at a museum,mani studi have begun to consid how to ensur a pleasant experi dure visit to cultur heritag site and museum although when consid the populac of the visitor to these site the hear impair hi visitor which made up of a smaller percentag have not been in the literatur limelight as much as the normal hear visitor thus the hear impair tend to endur certain unpalat experi lead to dissatisfact of their visit literatur has shown that mobil augment realiti mar can improv the experi of visitor to the museum in term of engag enjoy and learn this is evid in a number of articl tailor toward normal hear visitor howev a recent studi has taken into consider the hear impair visitor by identifi the engag element of mar for the hi museum visitor the identifi element includ aesthet interact interest usabl satisfact motiv curios enjoy perceiv control selfefficaci and focus attent this articl thus take a step further by introduc the mar for the hi museum visitor engag marhim conceptu model these element are deriv from a review of literatur which has been done comprehens and are valid by a panel of expert altogeth eleven element went through the expert review process and onli six element were valid to be use for the construct of the marhim model this articl also further ground the justif of these select six element in relat to engag futur work will includ the develop of the marhim prototyp which will be use to valid the model among the hear impair visitor at a museum
1220,one of the instrumental functional overheads in many commercial edifices and industrial plants is the electricity bill the design and development of a smart power monitoring device used to make monitoring on the electrical parameters represented as voltage current and power of wasit university buildings the system has a unit with smart sensing to detect and control the electrical devices employed for daily activities by following different tariff rates it has the capability to decrease consumer costs improving grid stability a developed model was broadly examined and experimental results comparing these results with devices of conventional measuring the arduino based wireless powering meter is a noninvasive existing meter for domiciliary power with a wifi connection a splitcore is used to measure the current transformers 80211b connection is a means for transmitting data through the homes wireless router to the base station and monitoring web portal based on wireless sensor network a clear projection for domestic data use is one of the aims of this project by these data it can supply estimation to consuming power optimizing and reducing power usage are the objectives of providing such data,one of the instrument function overhead in mani commerci edific and industri plant is the electr bill the design and develop of a smart power monitor devic use to make monitor on the electr paramet repres as voltag current and power of wasit univers build the system has a unit with smart sens to detect and control the electr devic employ for daili activ by follow differ tariff rate it has the capabl to decreas consum cost improv grid stabil a develop model was broad examin and experiment result compar these result with devic of convent measur the arduino base wireless power meter is a noninvas exist meter for domiciliari power with a wifi connect a splitcor is use to measur the current transform 80211b connect is a mean for transmit data through the home wireless router to the base station and monitor web portal base on wireless sensor network a clear project for domest data use is one of the aim of this project by these data it can suppli estim to consum power optim and reduc power usag are the object of provid such data
1268,one of the unexpected intelligence tactics known in world war ii was to conceal the data in images that were reduced to the size of a point that was used in every text and transported in front of the enemy's eyes in the new age and after the expansion of internet science and the use of the internet worldwide we will establish a security feature of the iot service that will work more reliably and more effectively to deal with the internet of things and ensure the work of the services that the customer interacts with a secretkey stenographic scheme that embeds four grayscale secret size 128128 pixel images into a size 512512 pixel cover image in this work wavelet transform is the method used in this project to analyze the cover into its frequency components in this work combinations of steganography and cryptography were made to increase the level of safety and make the device more difficult for attackers to beat the resulting stegoimage that will be transmitted did not raise any suspicion by both objective and subjective evaluation so the primary objective of steganography is achieved the proposed system was designed by using matlab r2018b and running on a pentium4 computer the internet of things works with the encryption system for data in a synchronized manner with the technological development and in order to maintain the stability of any internet of things service whether it is information signal services visual or audio data a remote control system or data storage in the internet cloud we must focus on data preservation from internet pirates and internet system hackers the picture figure4 below shows the method of encryption and dealing with the internet of things system,one of the unexpect intellig tactic known in world war ii was to conceal the data in imag that were reduc to the size of a point that was use in everi text and transport in front of the enemi eye in the new age and after the expans of internet scienc and the use of the internet worldwid we will establish a secur featur of the iot servic that will work more reliabl and more effect to deal with the internet of thing and ensur the work of the servic that the custom interact with a secretkey stenograph scheme that emb four grayscal secret size 128128 pixel imag into a size 512512 pixel cover imag in this work wavelet transform is the method use in this project to analyz the cover into it frequenc compon in this work combin of steganographi and cryptographi were made to increas the level of safeti and make the devic more difficult for attack to beat the result stegoimag that will be transmit did not rais ani suspicion by both object and subject evalu so the primari object of steganographi is achiev the propos system was design by use matlab r2018b and run on a pentium4 comput the internet of thing work with the encrypt system for data in a synchron manner with the technolog develop and in order to maintain the stabil of ani internet of thing servic whether it is inform signal servic visual or audio data a remot control system or data storag in the internet cloud we must focus on data preserv from internet pirat and internet system hacker the pictur figure4 below show the method of encrypt and deal with the internet of thing system
