,,0
603,1, mobile learning
604,0,mobile learning
604,1, question answering
604,2, educational ontology
604,3, multimedia
604,4, education.
604,5,
605,0,android
605,1, balinese traditional food
605,2, recursive algorithm
605,3, tree structure
606,0,application
606,1, android
606,2, malicious activity
606,3, nbs
606,4, security api
606,5, smartphone
607,0,hearing-impaired and blind
607,1, communication
607,2, mobile application
607,3, text-to-speech
607,4, android
608,0,cross-platform development
608,1, android
608,2, windows phone 7
608,3, mda approach
608,4, ios
609,0,mobile-based assessment
609,1, mobile learning
609,2, motivation
609,3, technology acceptance model
610,0,skiing ingjuries
610,1, mobile apps
610,2, ski patroller.
610,3,
611,0,mobile game application
611,1, autism spectrum disorder
611,2, interactive
611,3, science
612,0,mobile applications
612,1, mobile commerce
612,2, retailing
612,3, smartphones
613,0,e-learning
613,1, mobile-based evaluation systems
613,2, interactive educational applications
613,3, course management system
613,4, m-learning
613,5, semantic web.
613,6,
614,0,mobile cloud computing
614,1, m-learning
614,2, d-learning
614,3, e-learning
614,4, xml.
614,5,
615,0,mobile services
615,1, android systems
615,2, push notifications
615,3, real-time information.
615,4,
616,0,head mounted display
616,1, accelerometer
616,2, head motion estimation
616,3, human computer interaction
616,4, natural user interface
617,0,awareness
617,1, higher education
617,2, malaysia
617,3, mobile learning
617,4, readiness
618,0,mobile learning
618,1, cooperative learning
618,2, jigsaw
618,3, education
618,4, mobile technology
619,0,3d map
619,1, graphical processing unit
619,2, support vector machine. in-core rendering
619,3, out-of-core rendering
620,0,business data processing
620,1, cloud computing
620,2, mobile computing
620,3, organizations
620,4, usability
621,0,perceptual
621,1, perceptual user interface (pui)
621,2, human computer interaction (hci)
621,3, serious games
621,4, graphical user interface (gui)
621,5,
622,0,apps
622,1, fashion apps
622,2, mobile-media
622,3, users
622,4, mobile applications
623,0,mobile marketing
623,1, actual usage
623,2, behavioural intention
624,0,security education and awareness
624,1, mdgbl
624,2, motivation
624,3, arcs
625,0,mobile-assisted language learning
625,1, mall
625,2, m-learning
625,3, english for specific purposes
625,4, esp
625,5, higher education
625,6, engineering education
626,0,context-aware services
626,1, context awareness
626,2, context management
626,3, mobile computing
627,0,geocoding
627,1, lbs
627,2, location
627,3, messaging
627,4, telecom
627,5, oma supl
628,0,m-learning
628,1, jade
628,2, multi-agents
628,3, imls
628,4, network monitoring
628,5, response time
629,0,mobile learning
629,1, science education
630,0,disaster complaint
630,1, mobile technology
630,2, smart mobile phone application
631,0,preschool education
631,1, mobile learning
631,2, special education
631,3, 
631,4,
632,0,mobile augmented book
632,1, m-learning
632,2, mobile learning management system
632,3, ubiquitous learning
633,0,mobile sms
633,1, sentence paraphrasing
633,2, educational tool
633,3, english for medical purposes
634,0,cloud-based learning
634,1, computer studies
634,2, design research
634,3, ict in nigeria
634,4, m-learning
635,0,audience response system
635,1, face-to-face lecture
635,2, technology enhanced learning
635,3, wearable technology
636,0,video summarization
636,1, key frame extraction
636,2, video skimming
636,3, visual attention model
636,4, mobile computing
636,5, computer vision
637,0,nteractive educational environment
637,1, mobile learning
637,2, student empowerment
637,3, information extracting
637,4, uniapp approach
638,0,sms
638,1, mobile phone
638,2, short word
638,3, full word
638,4, slang
638,5, android.
638,6,
639,0,augmented reality
639,1, hand anatomy
639,2, leap motion
639,3, bones
640,0,user behavior
640,1, log data
640,2, tangram puzzle
641,0,m-learning
641,1, attitudes
641,2, gender
641,3, smartphone ownership
642,0,energy
642,1, sleep awake
642,2, conditional transmission
642,3, network lifetime
642,4, body sensors.
642,5,
643,0,monitoring and controlling
643,1, power electric system
643,2, smart home
643,3, iot
644,0,whatsapp application
644,1, communication challenges
644,2, project management
644,3, industrialised building system (ibs).
644,4,
645,0,technology
645,1, mobile
645,2, thailand
646,0,virtual reality
646,1, augmented reality
646,2, conventional video
646,3, user experience
647,0,rasch model
647,1, construct validity
647,2, test
647,3, scientific reasoning
648,0,digital assessment
648,1, assessment resources
648,2, teacher attitude and perception
649,0,mobile learning
649,1, smartphone
649,2, instructional
649,3, technology
650,0,mobile phishing attacks
650,1, phishing
650,2, data mining
650,3, web-based phishing attack
650,4, 
650,5,
651,0,communications
651,1, modelling
651,2, indoor environment
651,3, outdoor environment
651,4, ray tracing
652,0,e-books
652,1, print books
652,2, student perceptions
652,3, student preferences
652,4, university of fort hare.
652,5,
653,0,e-learning
653,1, education for all
653,2, nonformal education
653,3, moocs
654,0,game-based learning experience
654,1, geography
654,2, educational
654,3, interactive
654,4, voice enabled
654,5, speech assistant
654,6, amazon alexa
655,0,mobile-government services
655,1, adoption
655,2, gam model
655,3, utaut model.
655,4,
656,0,social media
656,1, conceptual model
656,2, content
656,3, community
656,4, conversation
656,5, social capital
656,6, culture
656,7, collaboration
656,8, conversion
657,0,google translation
657,1, acceptance model
657,2, source and target languages
657,3, cultural differences
657,4, uae.
657,5,
658,0,cognitive flexibility
658,1, mobile phones
658,2, ict
658,3, task-switching
658,4, working memory
658,5, inhibition control
658,6, attention control
658,7, multitasking
658,8, social networking sites (sns)
658,9, self-training
658,10, search engines
659,0,team management
659,1, ibeacon
659,2, core location
659,3, ios application
660,0,digital media
660,1, character education
660,2, thematic-integrative
661,0,eportfolio
661,1, educational technology
661,2, higher education
661,3, employability
661,4, human resources.
661,5,
662,0,abstract this study aims to reveal students' profile of digital ethics in su-rakarta city
662,1, indonesia. current technological trends generate significant implica-tions for the technological digitalizations to all parts of human lives. information and commu
663,0,anonymous question-raising
663,1, blended learning
663,2, flipped classroom
663,3, problem-based learning
664,0,fraud detection
664,1, machine-learning
664,2, credit card fraud
664,3, customer profile
664,4, transaction profile
665,0,smartphone application
665,1, crowdsourcing
665,2, mobile signal coverage
665,3, sensors
665,4, social application
665,5, data sharing
666,0,e-learning system
666,1, actual use
666,2, saudi universities.
666,3,
667,0,mobile apps
667,1, autism
667,2, social skills
667,3, social stories
668,0,mobile technologies
668,1, mobile learning
668,2, analytical competence
668,3, ict tools
668,4, future specialists
669,0,islamic religious education
669,1, mobile learning
669,2, learning management system
669,3, worship
670,0,traffic congestion
670,1, smart traffic
670,2, traffic light control
670,3, intelligent transportation system
670,4, ant colony optimization
670,5, smart mobility
670,6, intelligent mobility.
670,7,
671,0,smartphone application
671,1, car safe
671,2, sensor
671,3, detection
672,0,voice time
672,1, take medication
672,2, latitude and longitude information
672,3, emergency call
672,4, speech recognition
672,5, diabetic retinopathy
673,0,mobile-heutagogy
673,1, student teachers
673,2, pedagogical change
673,3, teaching technology
674,0,motor safe
674,1, motorbike
674,2, acceleration
674,3, android
674,4, 
674,5,
675,0,gamification
675,1, mobile
675,2, questionnaire
676,0,mobile application
676,1, elderly system
676,2, household account
676,3, speech recognition
677,0,road information
677,1, road width
677,2, object detection
677,3, lane detection
677,4, vanishing point
678,0,university students
678,1, technology acceptance model (tam)
678,2, computer self-efficacy
678,3, social influence
678,4, enjoyment
678,5, system interactivity
678,6, computer anxiety
678,7, technical support
678,8, perceived usefulness
678,9, perceived ease of use
678,10, students inten-tion to use e-learning
678,11, th
679,0,a mobile app
679,1, predictive systems
679,2, fuzzy algorithm
679,3, neural network
679,4, peda-gogy
680,0,hiragana
680,1, handwriting recognition
680,2, deep neural network search
680,3, android
680,4, real-time
681,0,internet of things (iot)
681,1, power management
681,2, global system for mobile communication (gsm).
681,3,
682,0,theatrical activities
682,1, role-play
682,2, smartphone video
682,3, authentic learning
682,4, authentic learning environment
683,0,mobile learning
683,1, semantic web
683,2, e-learning
683,3, big data
683,4, rdf
684,0,-mobile adhoc networks
684,1, adhoc on demand routing protocol
684,2, attacks
684,3, black hole attack
684,4, noxious node.
684,5,
685,0,m-learning
685,1, ecg
685,2, arrhythmia
685,3, nursing students
686,0,cassava-chip collaboration
686,1, collaborative supply chain
686,2, agriculture mobile application
687,0,virtual reality
687,1, online learning
687,2, higher education
688,0,mobile dictionary
688,1, anggah-ungguhing balinese language
688,2, string matching method
688,3, user response
688,4, offline mode
688,5, firebase.
688,6,
689,0,foreign language
689,1, listening comprehension
689,2, learning
689,3, assessment
689,4, binaural audio
689,5, testing
689,6, multimodal interfaces
690,0,mobile learning
690,1, students vocabulary
690,2, android
691,0,mobile augmented reality
691,1, augmented reality
691,2, ar
691,3, mixed reality
691,4, situated simulations
691,5, sitsim
691,6, archive
691,7, narrative
691,8, storytelling
691,9, location-based media
691,10, digital cultural heritage
691,11, omaha beach
691,12, d-day
692,0,mobile phone addiction
692,1, smartphones
692,2, learner performance
693,0,phishing detection
693,1, machine learning
693,2, feature selection
693,3, random forest
693,4, multilayer perceptron.
693,5,
694,0,m-learning
694,1, framework
694,2, integration
694,3, model
695,0,database manipulation
695,1, homomorphic encryption
695,2, pailliers encryption algorithm.
695,3,
696,0,virtual instrument
696,1, hand gesture
696,2, traditional music
696,3, head mounted display (hmd)
696,4,
697,0,named data networking
697,1, content centric networking
697,2, information-centric network
697,3, caching router
697,4, clustering methods
697,5, analytic hierarchy process.
697,6,
698,0,mobile web
698,1, evaluation application
698,2, countenance
698,3, aneka
698,4, tri hita karana
699,0,cnn
699,1, javanese letter
699,2, character recognition
699,3, mobile client
699,4, 2-tier architecture
699,5, api
700,0,gamification
700,1, knowledge management
700,2, crowdsourcing
700,3, smartcity
701,0,tam model
701,1, perceived usefulness
701,2, perceived ease of use
701,3, intention to adopt smart home
702,0,financial management competency
702,1, mobile application
702,2, mobile learning
702,3, mobile scaffolding application
702,4, scenario-based learning
703,0,digital competence
703,1, framework
703,2, self-assessment
703,3, university education
703,4, development of the digital competence
703,5, pedagogical specialists
704,0,numeracy understanding model
704,1, mobile learning (m-learning)
704,2, e-numeracy
704,3, primary school
704,4, mobile app
705,0,healthcare
705,1, mobile health (mhealth)
705,2, usability
705,3, artificial intelligence
705,4, developing countries.
705,5,
706,0,conference paper
706,1, knowledge management
706,2, mobile application.
706,3,
707,0,media competence
707,1, media education
707,2, multimedia tools
707,3, ict
707,4, mobile technologies
707,5, teachers
708,0,mobile learning platform (mlp)
708,1, united arab emirates
708,2, technology acceptance model (tam)
708,3, system quality
708,4, information quality
708,5, content quality
708,6, service quality
708,7, structure equation modeling (pls-sem)
708,8, emirates universities.
708,9,
709,0,application programming interface
709,1, big data
709,2, flood forecasting
710,0,mobile app
710,1, perceived usability
710,2, usability test evaluation
711,0,mathematics
711,1, learning
711,2, qr code
711,3, web address
711,4, smartphone
712,0,sakai
712,1, mobile learning
712,2, educational technology
713,0,challenges
713,1, opportunities
713,2, social media
713,3, teaching of writing
713,4, tesl pre-service teachers
714,0,global grass-roots community movement
714,1, open device lab
714,2, online user review
714,3, service user experience evaluation
715,0,mobile learning
715,1, higher education
715,2, m-adoption
715,3, ipad initiative
716,0,university-industry linkage (uil)
716,1, knowledge management (km)
716,2, university-industry collaboration (uic)
716,3, talent mobility (tm)
716,4, national research univer-sity (nru)
716,5, personnel sharing model
716,6, university assessment system
716,7, mobile web
717,0,m-banking usability
717,1, financial technology
717,2, digital economy
717,3, deafness.
717,4,
718,0,mobile experience
718,1, think-aloud protocol
718,2, usability evaluation
719,0,social media analytics
719,1, sentiment analysis
719,2, pre-commercialization
720,0,cyber-physical system
720,1, green data center
720,2, energy consumption
720,3, wireless communication
721,0,ssl
721,1, tls
721,2, poodle
721,3, vulnerabilities
721,4, protocol versions upgrade
722,0,e-government
722,1, interview approach
722,2, mobile experience
722,3, usability performance
722,4, user perception
723,0,cloud world synergy
723,1, english language teaching (elt)
723,2, adult learners
723,3, integrating
723,4, mobile devices
723,5, perspectives
723,6, handheld technologies
724,0,organoleptic tests
724,1, decision tree
724,2, c4.5 algorithm
724,3, android
725,0,m-learning
725,1, smartphones
725,2, ict.
725,3,
726,0,bagging
726,1, boosting
726,2, data analysis
726,3, mobile application
726,4, mobile intelligent system
726,5, machine learning techniques
726,6, rainfall prediction svm.
726,7,
727,0,mobile learning
727,1, augmented reality
727,2, arc welding learning
727,3, tvet
727,4, user evaluation
728,0,network attacks
728,1, distributed denial of service attacks
728,2, flash crowds
728,3, and traffic congestion.
728,4,
729,0,wireless sensor networks (wsn)
729,1, asrc routing
729,2, cluster head (ch) selection
729,3, replication
729,4, data communication.
729,5,
730,0,assistive mobile health applications
730,1, cognitive decline
730,2, older adults
730,3, quality of life
731,0,mobile health applications adoption
731,1, mobile health applications use intention
731,2, older adults
731,3, tam
731,4, perceived usefulness
731,5, perceived ease of use
731,6, subjective norm
731,7, facilitating conditions.
731,8,
732,0,mobile application
732,1, realistic mathematics
732,2, creative thinking ability
733,0,computer networking
733,1, cisco packet tracer
733,2, simulation
734,0,intelligent predictive
734,1, natural language processing
734,2, word matching
734,3, mobile-based system
735,0,decision making
735,1, technology adoption
735,2, consumer behaviour
735,3, end-user behaviour
735,4, intention to use
735,5, mobile payment
735,6, m-payment
735,7, thailand.
735,8,
736,0,auto-reply system
736,1, sms-based system
736,2, system performance
736,3, usability
736,4, use questionnaire
737,0,individual differentiation
737,1, mobile application
737,2, learning support
737,3, education
738,0,spirituality
738,1, social media
738,2, conceptual model
739,0,learning achievement
739,1, reading textbook
739,2, reading intensity
739,3, smartphone addiction
739,4, achievement motivation
740,0,crime prevention
740,1, community safety
740,2, crowdsourcing
740,3, gamification
740,4, location-aware
741,0,trust computation
741,1, node trust prediction
741,2, manet
742,0,technology in learning
742,1, e-assesment
742,2, e-module
742,3, science process skills
742,4, physics practicum
743,0,science process skills
743,1, m-practicum guidebooks
743,2, m-asessment
744,0,isaa
744,1, facp
744,2, indian portage guide
744,3, basic mr (part a)
744,4, assessment tools
744,5, mobile application
744,6, asd
745,0,tablets
745,1, evidence
745,2, mathematics
745,3, systematic review
745,4, mobile learning
745,5, learning
745,6, education
746,0,mobile learning
746,1, technology adoption
747,0,gamification
747,1, mobile digital content applications (mdca)
747,2, psychological well-being (pwb).
747,3,
748,0,mobile video platform
748,1, segmentation
748,2, question location
748,3, recall.
748,4,
749,0,m-learning
749,1, esp
749,2, mobile instruction
750,0,mobile learning
750,1, user-centred design
750,2, user interface
750,3, content management system
750,4, usability
750,5, rapid prototyping
750,6, user testing
751,0,quiz
751,1, assessment
751,2, moodle
751,3, blackboard
751,4, mobile
751,5, application
751,6, online
751,7, e-assessment
751,8, lms
751,9, learning
752,0,mobile ip
752,1, routing
752,2, care of address
752,3, home agent
752,4, foreign agent
753,0,digital application
753,1, attendance management system
753,2, teachers absenteeism
753,3, mobile application
754,0,vocabulary learning
754,1, mobile assisted language learning
754,2, english as a second language
754,3, apps features
755,0,digital storytelling
755,1, creative teaching
755,2, 21st-century learning
755,3, web 2.0
756,0,keywords- personalized reading
756,1, user profile
756,2, scenario
756,3, slow learner
757,0,algorithm
757,1, data structure
757,2, game-based learning
757,3, stack
758,0,jawi script
758,1, mobile applications
758,2, game based learning
758,3, spelling methods
758,4, students attraction
759,0,android application
759,1, learning basic solat
759,2, childhood
760,0,mobile augmented reality
760,1, chemical bond
760,2, misconceptions
760,3, visualizations
761,0,decision-making style
761,1, self-directed learning
761,2, construction-related worker
761,3, adult learning
762,0,augmented reality
762,1, learning tool
762,2, program fundamental teaching
762,3, control structure
762,4, flowchart
763,0,pair programming technique
763,1, pair programming tool
763,2, collaborative tool
763,3, engineering students
763,4, educational tool
763,5, engineering education
764,0,active learning
764,1, digital smart board
764,2, primary school students
764,3, learning
765,0,extensive reading
765,1, reading fluency
765,2, mobile assisted extensive reading
766,0,pre-service teachers
766,1, social cognitive theory
766,2, social media
766,3, technology acceptance model
766,4, theory of planned behaviour
767,0,educational games
767,1, osi model
767,2, computer network
767,3, action game
768,0,confirmatory factor analysis
768,1, indicators
768,2, mobile assessment tool
768,3, sustainable creative tourism
769,0,digital learning tools
769,1, u-learning
769,2, m-learning
769,3, hypothesis test
769,4, statistics.
769,5,
770,0,thesis supervision system
770,1, higher education
770,2, mobile learning
770,3, mobile application
770,4, student-advisor communication
770,5, peer collaboration.
770,6,
771,0,drugs
771,1, evaluation
771,2, instruction
771,3, mobile multimedia
771,4, tutorial
772,0,virtual reality
772,1, guided tour
772,2, storytelling technique
772,3, mobile app
773,0,gamification
773,1, farm practice
773,2, participation
773,3, user-engagement
773,4, android
773,5, mobile app
774,0,mobile social networks (msn)
774,1, system quality
774,2, networking quality
774,3, service quality
774,4, information quality.
774,5,
775,0,android
775,1, jemasik
775,2, graphic representation
775,3, vector representation
776,0,keywords
776,1, introduction
776,2, network clients
776,3, security
776,4, cryptography
777,0,mobile communication
777,1, tv streaming
777,2, smart digital mobile
777,3, tvupi
778,0,marketing
778,1, technology
778,2, students
778,3, higher education
779,0,smart car parking
779,1, mobile application
779,2, iot
779,3, rfid
780,0,higher education institution
780,1, key performance indicator
780,2, multi criteria decision making problem (mcdm)
780,3,
781,0,manet
781,1, selfish nodes
781,2, fading
781,3, throughput
781,4, alternate route
781,5, helper nodes
782,0,signaling principles
782,1, low-achieving learners
782,2, usability
782,3, interaction design
782,4, assistive courseware.
782,5,
783,0,corporate social responsibility
783,1, changlun community
783,2, access log
783,3, wi-fi
783,4, wireless network
783,5, internet
784,0,older adults
784,1, quality of life
784,2, m-health application
784,3, smartphone
784,4, mobile peer support.
784,5,
785,0,diffusion
785,1, lightweight hashing techniques
785,2, mersenne number
785,3, energy efficiency.
785,4,
786,0,building trust
786,1, marketplaces
786,2, trust
786,3, risk
786,4, behavior
786,5, security
786,6, e-commerce
787,0,virtual laboratorium
787,1, virtual reality
787,2, mobile
787,3, digital engineering
788,0,social media exploitation
788,1, api
788,2, permission
788,3, sms
788,4, camera
788,5, mobile malwares
788,6, mobile phone surveillance feature
789,0,named data networking
789,1, prefix
789,2, broadcast
789,3, ndnsim
789,4, ns-3.29
790,0,device-to-device
790,1, mode selection
790,2, fifth generation
791,0,mobile cloud computing
791,1, virtualization
791,2, security and privacy of information
791,3, user virtual machines
792,0,network analysis model
792,1, signaling cost
792,2, handoff latency
792,3, named data networking
792,4, producer mobility support
792,5, broadcast strategy
792,6, mobility interest
793,0,mobapp
793,1, delivery process
793,2, shipped products
793,3, quality attributes
793,4, use cases
794,0,educational game
794,1, black box testing
794,2, game application
794,3, user interface
794,4, learning media
795,0,augmented reality
795,1, input
795,2, performance
796,0,barriers to social media
796,1, teaching and learning
796,2, higher education
797,0,flipped classroom
797,1, mathematical modelling
797,2, teacher education
797,3, pre-service teacher.
797,4,
798,0,intention to use
798,1, peruvian students
798,2, technology acceptance model
798,3, smartphone
799,0,mixed reality
799,1, volume rendering
799,2, medical imaging
799,3, ray-casting
799,4, ray-tracing.
799,5,
800,0,mobile cloud computing
800,1, moving mobile storage
800,2, rest
800,3, cloud computing service model
800,4, nosql cloud databases
800,5, sync api for android
801,0,nfc
801,1, near field communication
801,2, electronic medical record
802,0,3d cloaking
802,1, location privacy
802,2, mobile sensor networks
802,3, location monitoring sys-tems.
802,4,
803,0,touch screen interface
803,1, 2d-touch
803,2, 3d-touch
803,3, stable 3d-touch area
803,4, mo-bile device
804,0,mobile devices
804,1, mobile phones
804,2, mobile telecommunication systems
804,3, sensors
804,4, surveys
805,0,secondary education
805,1, autism
805,2, adolescents
805,3, mobile apps
806,0,m-learning
806,1, transmission lines
806,2, waves propagation
806,3, high frequency electronics
806,4, smith chart
806,5, fdtd method
806,6, android
807,0,internet of things (iot)
807,1, smart classroom
807,2, raspberry pi
808,0,mobile application
808,1, regression testing
808,2, behavior driven development
808,3, visual programming environment
808,4, catrobat
809,0,emoji
809,1, mobile
809,2, user feedback
809,3, emotion
809,4, crowd requirements engineering
809,5, survey
809,6, perception
809,7, 
809,8,
810,0,google play store
810,1, installation decision
810,2, photography applications
810,3, structural equation modeling
811,0,nb-iot
811,1, 5g
811,2, emtc
811,3, emimo
811,4, ca
812,0,internet of things
812,1, patient monitoring systems
812,2, wireless body area network
812,3, smart-shirt
812,4, m-health
812,5, e-health
813,0,mobile computing
813,1, cloud computing
813,2, mobile security
813,3, mobile attacks
813,4, denial of service attacks
813,5, distributed denial-of-service attacks
814,0, ids
814,1, ddos
814,2, mlp
814,3, naïve bayes
814,4, random forest
815,0,wireless sensor networks
815,1, heterogeneous
815,2, clustering
815,3, backbone
815,4, mobile sink
815,5, shortest spanning tree
816,0,lms
816,1, collaboration space
816,2, ims-ld
816,3, elearning platform
816,4, designing an ims-ld meta-model
817,0,mobile learning
817,1, school-home cooperation
817,2, multilingual
817,3, ebook
818,0,fashion
818,1, augmented reality
818,2, mobile augmented reality
818,3, ar
818,4, mar
818,5, mobile retailing
818,6, information technology
819,0,speed thinking
819,1, educational game
819,2, player behavior
819,3, log data
820,0,application-based learning
820,1, chemical bonds
820,2, educational games
821,0,gis
821,1, algorithm
821,2, geotechnical data
821,3, engineering
821,4, drilling
822,0,tour package
822,1, recommendation system
822,2, case based reasoning
822,3, dempster shafer theory
822,4, naïve bayes
822,5, bayes theorem
822,6, web responsive
822,7, k-fold cross validation
823,0,mobile phone
823,1, application
823,2, work-order system
823,3, infrastructure
824,0,virtual reality
824,1, fish types
824,2, googlevr
824,3, kindergarten
824,4, unity 3d
824,5, blender
824,6, learning media.
824,7,
825,0,peer instruction
825,1, higher order thinking skills
825,2, online social learning
826,0,teacher training
826,1, anti-sexual violence
826,2, multimedia
827,0,authentication
827,1, unauthorized service access
827,2, mobile
827,3, distributed network
828,0,learning management system
828,1, e-learning
828,2, perception
828,3, higher education sys-tem
829,0,mobile applications
829,1, antenatal care
829,2, prenatal care
829,3, developing countries
830,0,attitudes
830,1, knowledge
830,2, socio-emotion
830,3, technology gadget
831,0,cross-platform
831,1, mobile application
831,2, programming basics
831,3, multi-agent system
831,4, learning outcomes
831,5, m-learning
831,6, xamarin.forms
831,7, self-learning
832,0,mobile application
832,1, sql
832,2, java programming
832,3, android
832,4, ios
833,0,mobile commerce
833,1, mobile applications
833,2, technology acceptance model (tam)
833,3, consumer behaviour
833,4, trust
833,5, self-efficacy
834,0,chinese character writing
834,1, animation
834,2, frog vle
834,3, ctml
835,0,chemistry
835,1, moodle
835,2, e-learning
835,3, clicker
835,4, augmented reality
836,0,online learning environment
836,1, adult-learners
836,2, learning design
836,3, professional learning
837,0,game attributes
837,1, serious game
837,2, learning theory
838,0,data handling
838,1, learning difficulties
838,2, smart board
838,3, higher order thinking skills
838,4, primary school
839,0,haptic device
839,1, virtual pulse simulation
839,2, pulse diagnosis study
839,3, pulse waveform modeling
840,0,game-based mobile application
840,1, game elements
840,2, jawi understanding
840,3, students performance
841,0,social media technology
841,1, higher education
841,2, teaching and learning
841,3, bibliometric analysis.
841,4,
842,0,wireless sensor network
842,1, rts
842,2, cts
842,3, udp
842,4, tcp.
842,5,
843,0,mobile learning
843,1, student-generated activities
843,2, mobile ethics
844,0,library 4.0 academic libraries
845,0,mobile usability
845,1, international standards
845,2, interface design
845,3, standardization prob-lems
846,0,vanets
846,1, routing protocol
846,2, gpsr
846,3, dva-gpsr
846,4, direction
846,5, speed
846,6, density
847,0,teachers professional development
847,1, peer mentoring
847,2, curriculum innovation
847,3, affinity space
848,0,traffic flow modelling
848,1, cellular automata
848,2, parallel computing
849,0,mobile application
849,1, multi-hop communication
849,2, wireless sensor network (wsn)
849,3, mesh topology
849,4, and iot (esp 8266) module
850,0,affective
850,1, attitudes
850,2, interest
851,0,internet of things
851,1, codec
851,2, orthogonal frequency division multiplexing
851,3, modelling.
851,4,
852,0,ad-hoc networks
852,1, manet
852,2, vanet
852,3, fanet
852,4, uwvanet
853,0,multi-layered multimodal biometric
853,1, security
853,2, privacy
853,3, secured access
853,4, data partition
854,0,unscented kalman filter (ukf)
854,1, rssi-based distance localization
854,2, wi-fi tracking system
855,0,collocations
855,1, writing
855,2, mobile assisted language learning
856,0,application
856,1, open smart classroom
856,2, open learning
856,3, information media and technology skills
857,0,aomdv
857,1, dsdv
857,2, node distance
857,3, packetloss
857,4, throughput
857,5, variation of nodes number
857,6, psnr
857,7, wireless mesh network
858,0,applicants for education
858,1, educational process
858,2, higher education
858,3, learning outcomes
858,4, students
858,5, teachers.
858,6,
859,0,higher education
859,1, entrepreneurship education
859,2, mobile learning
859,3, globalization
859,4, information and communication technologies.
859,5,
860,0,innovation activity assessment
860,1, mobile learning
860,2, project risk
860,3, risk assessment
860,4, technical specialist.
860,5,
861,0,digital economy
861,1, entrepreneurship
861,2, mobile learning
861,3, mobile learning platforms.
861,4,
862,0,cognitivism
862,1, mobile learning
862,2, educational design
862,3, extraneous cognitive load (ecl)
862,4, germane cognitive load (gcl)
862,5,
863,0,intensive training
863,1, mobile learning
863,2, motivation
863,3, prepared and unprepared speech
863,4, project work.
863,5,
864,0,mobile learning
864,1, traditional learning
864,2, m-learning
864,3, training programs
864,4, economics applications
864,5, gamification of learning.
864,6,
865,0,blog
865,1, mobile learning
865,2, journalism
865,3, learning effectiveness
865,4, online media.
865,5,
866,0,mobile learning
866,1, mobile technology
866,2, personalized learning
866,3, smartphone
866,4, tablet.
866,5,
867,0,collaborative learning
867,1, distance learning
867,2, e-learning
867,3, mobile learning
867,4, online learning
867,5, smartphone.
867,6,
868,0,software development
868,1, game development
868,2, industry 4.0
868,3, children with down syndrome
868,4, m-learning
868,5, mobile based game learning
869,0,smart technology
869,1, social media
869,2, professional learning communities
870,0,mobile apps
870,1, consumer acceptance
870,2, retail
870,3, smartphone apps
871,0,information systems
871,1, information science
871,2, mobile app design
871,3, design science approach
871,4, measurement app
872,0,flood identification
872,1, cnn
872,2, crowdsource data
872,3, gis
873,0,e- assessment
873,1, soft skills
873,2, 2nd generation sosie
873,3, behavioral tests
873,4, human resources.
873,5,
874,0,interactive mobile learning
874,1, android
874,2, analysis
874,3, synthesis
874,4, electronic componen
875,0,m-learning
875,1, tqm classroom
875,2, communications.
875,3,
876,0,divayana formula
876,1, platforms
876,2, online learning
876,3, social distancing
877,0,municipalities
877,1, local government
877,2, south africa
877,3, mobile risks
877,4, training and awareness
878,0,social media
878,1, brand awareness
878,2, business consultancy competition
879,0,app marketing
879,1, app installation ads
879,2, medium apps
880,0,data trace
880,1, support factor
880,2, confidence factor
880,3, training set
880,4, exact-range
880,5, size-range
880,6, pattern-range
881,0,digital flipbook
881,1, research and development
881,2, immune system
881,3, validation.
881,4,
882,0,mobile app
882,1, net promoter score
882,2, smartphone app
882,3, likelihood to recommend
883,0,leadership training
883,1, e-training
883,2, aspired leader
883,3, e-npqel
884,0,communication
884,1, shortest paths
884,2, information diffusion
884,3, centralities
884,4, neighbour nodes
885,0,learning motivation
885,1, mobile learning
885,2, reminder tool
886,0,smartphone
886,1, mobile learning
886,2, polytechnic
886,3, learning motivation
886,4, interaction
886,5, learning performance
887,0,-mobile adhoc networks
887,1, black hole attack
887,2, trust
887,3, malevolent node
887,4, packet dropping
888,0,phet simulation
888,1, critical thinking skills
888,2, covid-19
889,0,tourism
889,1, chatbot
889,2, natural language processing
889,3, machine learning
889,4, jeddah
890,0,zoom meeting
890,1, data usage
890,2, online learning
890,3, covid-19
891,0,electrical appliances
891,1, iot
891,2, controlling system
891,3, smart room
892,0,inland waterway transport (iwt)
892,1, global positioning system (gps)
892,2, android
893,0,classroom
893,1, mobile educational applications
893,2, teaching and learning
894,0,vpn
894,1, ipsec
894,2, gre
894,3, wireguard
894,4, protocol
894,5, security
894,6, tunnel
894,7, ikpsk2
894,8, vpn performance.
894,9,
895,0,multi-robotics
895,1, path planning (pp)
895,2, aco algorithm
895,3, metaheuristics. uncer-tainties
896,0,human mobility
896,1, long short-term memory (lstm)
896,2, dbscan
897,0,gpsr
897,1, manet
897,2, qos
897,3, pdr
897,4, e2e delay
897,5, nrl.
897,6,
898,0,big data maturity model
898,1, big data smes
898,2, bdmm mobile application
898,3, bdmm
899,0,top-k personalized dataset
899,1, gravimeter filtering technique
899,2, tree oriented
900,0,bruner model
900,1, geometry
900,2, lesh model
900,3, mathematical achievement
900,4, mobile devices
900,5, slow-motion
901,0,educational robotics
901,1, robotics kits
