,publishing_date,abstract
829,2018-11-08,mobil phone increa use health system develop countri innov technolog solut great potenti overcom barrier access matern health care object studi conduct systemat review literatur ascertain evid exist effect mobil applic decrea prenat mortal behaviour modif develop countri studi essenti examin illumin certain aspect usag mobil applic improv prenat care develop area would therefor open immen possibl prenat care applic improv essenti precaut matern servic turn possibl lower mortal rate develop countri databa search inten screen process conduct review full text 34 articl final nine articl met inclus criteria select studi found includ studi utili text messag suggest impact persist conduct chang patient led african nation review conclud everi one written report appear rate show proof viabil chang conduct decrea prenat mortal polici infrastructur fund coordin guid sustain adopt precaut matern servic remain underdevelop integr mobil health prenat health servic demonstr posit outcom
830,2018-11-08,gadget nowday becom one import necess human life use gadget becom widespread among adult younger generat also expo diver technolog gadget gadget usag among younger generat contribut numer impact socioemot develop whether negat posit way therefor studi aim investig relationship knowledg attitud toward technolog gadget usag student socioemot develop tiram johor studi conduct use quantit research design questionnair distribut 260 student three school around tiram zone data collect purpo data anali use descript statist pearson correl infer statist identifi relationship two variabl result analysi show signif relationship knowledg attitud toward gadget usag among student socioemot develop find studi indic student knowledg attitud toward gadget relationship student socioemot therefor studi import provid inform especi school parent student order figur appropri altern use gadget effect
831,2018-11-08,paper present discuss new mobil applic teach learn program basic purpo help student acquir compet fun use devic mobil applic design accord crossplatform approach reach broadest possibl audienc learner save time effort develop mainten code fulli share mobil platform io android window phone allow learner instal applic devic core applic base multiag system make applic interact flexibl dynam provid student tailor instruct prototyp present show main featur applic
832,2018-11-08,technolog develop chang everi moment domain patchi without research util current trend technolog design develop mobil applic member colleg student fundament member colleg target mobil notif system emerg technolog influenc solv various dimen life colleg announc event dissemin student staff circular notic board email etc research employ mobil affin especi student ignor circular notif notic board tool may instal play store mobil tool support wide use mobil oper system like android iphon tool help provid flexibl way communic list event news alburaimi univ colleg buc like announc train cour scientif workshop class cancel event also help easi access colleg portal student staff evalu held find posit respon toward need mobil applic result show interest satisfact user buc news mobil applic tool
833,2018-11-08,given preval onlin technolog nowaday mobil commerc continu attract consid attent market research howev studi factor impact mobil commerc adopt via mobil applic still limit moreov minim studi investig import attitud toward mobil commerc antec mobil commerc adopt use technolog accept model tam especi malaysian market factor crucial sinc popul onlin user massiv influenc form untap potenti market know factor drive use mobil commerc studi seek facilit market use find intensifi growth onlin busi malaysia quantit studi crosssect natur 160 sampl result show six hypoth five hypoth support find shed light relev tam reason adopt mobil commerc via mobil applic also studi provid insight implic market understand consum behaviour strengthen mobil commerc market
834,2018-11-08,complex chine charact caus student face learn difficulti master chine charact write skill studi aim investig effect student percept implement anim teach learn chine charact write base cognit theori multimedia learn anicc onlin learn via frog vle platform meanwhil relationship implement anicc onlin learn pupil write perform also studi insight chine charact teach learn situat preexperi one group pretest posttest design adopt thirti three year 1 student select respond research involv four type instrument signif differ p 0013 score pretest posttest student write perform perform pair sampl ttest studi also show increa mean score student write skill increa percentag student write skill rank rank 4 although signif differ p 0180 observ pre write assess post write assess wilcoxon test perform student over show high accept toward integr anicc onlin learn over mean score 090 maximum 1 sum design anicc onlin learn via frog vle platform abl improv write perform well help student write skill
835,2018-11-08,chemistri often perceiv dri bore scienc subject probabl tradit teach method static textbook lack interact difficulti visual abstract chemic concept elearn resourc eresourc util technolog becom one major trend educ replac convent textbook tradit talk chalk teach method studi undertaken assess student percept impact eresourc technolog various aspect learn data collect questionnair involv 28 undergradu take firstyear chemistri cour taylor univ malaysia moodl elearn platform made avail student student assess eresourc anytim anywh innov technolog mobil clicker simul augment realiti ar integr classroom instruct student found eresourc provid use well prepar assess cour understand abil answer question improv motiv studi subject interact engag over find show eresourc innov technolog gave posit impact student learn chemistri
836,2018-11-08,demand onlin programm continu increa vari degr major appeal come adult learner manag numer demand work life domain adult learner vari expect onlin learn process purpo paper investig degr predictor contribut adult learner satisfact onlin learn environ mixedmethod design use select quantit method util survey research qualit method employ openend questionnair item gather feedback 200 adult learner compri secondari school teacher colleg level teacher enrol profess onlin cour onlin cour design use problemc caseba approach learn util technolog includ learn manag system lms moodl well function lms result show item learnercont interact selfregul learn design internet selfefficaci good predictor student satisfact implic find higher educ provid blend onlin programm adult learner also discuss
837,2018-11-08,recent year game product increa use enhanc learn train develop academ commerci sector game approach appli technolog provid almost real experi interact field train approach support theori learn real case scenario purpo paper determin serious game attribut support effect train use serious game approach systemat literatur review eleven select articl nineteen game attribut identifi henc base definit descript articl text anali conduct determin categori attribut base educ theori perspect studi adopt deduct content analysi approach 14 relev research articl 1994 2016 identifi web scienc scopus databa appear serious game attribut accord educ perspect practi use various idea term concept henc find justifi serious game attribut import enhanc effect train modul attribut becom part serious game framework hazard identif train modul target deliv effect activ train modul constructionrel worker
838,2018-11-08,data handl primari school involv gather record inform present way mean fundament part student mathemat understand initi concept data handl need expo student ear year skill use built upon throughout educ due import data handl includ curriculum primari level malaysia howev result intern assess focus use higher order think skill show malaysian student perform poor data handl therefor studi conduct identifi student learn difficulti data handl level higher order think skill hot name appli anali evalu creat addit studi also investig use smart board overcom hot learn difficulti data handl numer teacher recommend use smart board primari school sinc student opportun explor learn novel concept use technolog subsequ help generat dynam learn experi student school becom motiv learn smart board use lesson four experienc year five mathemat teacher thirti year five student primari school involv studi student teacher select base purpo sampl interview protocol rubric cognit domain hot use data collect phase addit semistructur interview session teacher student well document analysi student mathemat exerci sheet data handl carri research investig student learn difficulti level hot data handl hope result studi contribut toward develop strategi method program use smart board enhanc hot data handl among primari school student malaysia
839,2018-11-08,pul signal use observ ear sign patient health problem medic research monitor characterist arteri pul waveform show risk indic specif disea eg hyperten cardiovascular heart failur disea simpl way get arteri pul wave use finger touch radial arteri posit wrist tradit chine medicin physician use inform arteri pul waveform identifi disea base physician abil experi improv skill pul measur improv train use various kind pul repr disea paper propo develop virtual pul simul use augment realiti ar haptic devic pul diagnosi studi various situat pul simul generat arteri pul waveform base sine gaussian function studi mathemat model generat pul wave like human pul set specif paramet generat pul waveform repr differ kind state disea vari mathemat model paramet pul rate pul pressur featur work includ generat forc feedback mathemat model use haptic devic virtual 3d display visual feedback pul simul use health scienc student especi nur student train identifi disea evalu system carri firstyear nur student regard usabl satisfact perform
840,2018-11-08,exist gameba mobil applic field educ larg help student interest motiv learn due presenc game element app make learn interest script one subject difficult learn younger generat sinc appli use privat live inclus creativ featur game element attract student explor script pre experi one group pre test post test studi conduct gameba mobil applic learn subject name g develop test among 20 primari school student order observ element game mobil app impact spell skill app also evalu 5 teacher find show gameba mobil applic abl improv student perform find support posit result amongst student reveal mean valu post test higher pre test 8900 conclus mobil game app success enhanc student understand subject compar tradit learn method
841,2018-11-08,research topic social media teach learn higher educ receiv much attent academia practit social media technolog acknowledg import communic tool faculti member student also show great potenti next social learn platform better serv teach learn administr higher educ institut inform set allow flexibl student faculti member teach learn anywh everywh despit import littl known research topic evolv within literatur henc use bibliometr analysi techniqu studi examin trend topic challeng address previous research past ten year 20082018 paper end discuss futur research direct relat topic
842,2020-03-12,wellknown fact forthcom name distinct differ interf rang career sen transmiss given paper reveal studi disengag request send rts clear send cts dialog basic adopt influenc presenc distribut coordin function ieee 80211 sublay protocol call media access control mac protocol demonstr seen appli type traffic flow constant bit rate cbr transmiss control protocol tcp besid user datagram protocol udp appli output perform term throughput show linear topolog configur network sum new rts cts mechan propo base result obtain suggest detail new mechan show termin node respon decid author use rtscts protocol dialog send one packet needless say process dynam natur
843,2020-04-07,mobil learn fair new local context particular stem subject malaysia univ howev rai issu ethic mobil technolog advanc mobil technolog studi conduct mobil ethic studentgen activ aim research investig impact mobil learn studentgen activ ethic malaysia methodolog use research larg qualit student local univ malaysia novel studi develop ear theme sign post factor mobil ethic studentgen activ malaysian univ context stem subject
844,2020-04-17,paper evalu readi malaysian academ univ librari toward librari 40 rise new interv web 40 librari 40 delib among librarian futur servic inform technolog facil identifi anali may comprehend use librari next generat also help move librari forward improv over perform univ librari respect methodolog use studi qualit qualit studi pilot among librarian work select academ univ librari studi give outlin readi among select academ univ librari toward librari 40
845,2020-05-06,benefit maintain standard summar differ perspect consum busi govern econom inform shape product buy ensur qualiti safeti standard dynam activ develop mobil applic devic easi task regard aim current paper revi intern standard toward usabl problem mobil user interfac analyz possibl standard mobil usabl
846,2020-05-20,recent year studi develop network depend preexist infrastructur popular vehicular ad hoc network vanet belong class network vehicl particip rout transmit data node vehicl due characterist vanet eg high dynam topolog differ communic environ frequent link breakage… rout process still one challeng aspect henc mani rout protocol suggest overcom challeng moreov rout protocol base posit vehicl popular prefer class thank mani advantag like less control overhead scalabl howev class suffer problem frequent link breakag caus highmobl vehicl caus low pdr throughput investig introduc novel greedi forward strategi use creat new rout protocol base posit vehicl reduc link breakag get stabl rout improv pdr throughput propo densiti veloc speed direct awar greedi perimet stateless rout protocol dvagpsr base suggest greedi forward techniqu util densiti speed direct select conveni relay node candid result simul prove dvagpsr protocol outperform classic gpsr studi metric like pdr throughput ratio rout overhead chang quantiti vehicl urban highway scenario
847,2020-06-17,paper narrat use multiplatform onlin affin space call teacherfieracom support esl teacher profess develop teacherfieracom util three onlin platform blogspot facebook group telegram group work parallel platform readili avail use free public provid contextu person well group interact platform integr teacherfieracom also work bank english languag teach materi access 247 allow user respond specif materi engag general topic discuss creation teacherfieracom start respon toward need teacher support dissemin implement new cefralign english languag curriculum
848,2020-06-30,paper deal traffic flow model simul supercomput system creat mathemat model base cellular automata ca approach allow depict multilan traffic various complex road configur numer algorithm model design supercomput calculationsth main focus research valid creat model comparison result obtain research well experi data sever test problem solv carri comparison result obtain show model repr traffic flow characterist effici correct use reallif traffic predict
849,2020-07-10,research discuss implement multihop communic send data regard temperatur humid water qualiti maninjau lake area util wireless sensor network wsn technolog maninjau lake seen growth fish farm recent year caus water pollut high rate fish mortal perform sensor node end devic node send data coordin need maxim inform well receiv user result perform relat equip use also network topolog communic model studi use multihop data communic techniqu use zigb s2 wireless modul standard ieee 802154 router node mesh topolog network data receiv real time coordin monitor via mobil devic connect internet use iot esp 8266 modul result simul show end devic send data temperatur humid ph water maninjau lake router node forward coordin inform access user mobil phone applic mani potenti applic research monitor water qualiti prevent pollut reduc aquacultur mortal
850,2020-07-31,twentyfirst centuri learner mediacentr heavili reliant technolog internetaccess resourc alway student fingertip learn resourc anywh anytim unfortun formal educ part asia remain larg examin focus given immen pressur obtain paper qualif challeng today make student learn volit sustain learn educ system still much examinationcentr success learn alway depend way student taught classroom tool use learn much affect learner affect characterist paper highlight two select affect characterist attitud interest previous current literatur continu suggest posit impact student behavior includ learn
851,2020-08-14,telecommun technolog serv sever field world one signif field emerg servic provid fast connect case vehicl emerg treatment offic paper part longterm project design reliabl communic system servic use emerg servic specif citi hardwar devic system intend work within mm wave frequenc current research start point exhaust studi accomplish pave way main goal project system use ofdm technolog improv perform system requir error correct also includ model convolut ham code interleav system develop support matlab interfac softwar simul job iot realtim network cover vehicl control centr
852,2020-08-28,paper focus develop new practic classif adhoc network past classif revolv upon three main categori respect mobil ad hoc network manet vehicl adhoc network vanet fli adhoc network fanet new classif illustr underwat vehicl adhoc network uwvanet fourth categori adhoc main classif show power weak categori defin
853,2020-09-11,technolog advanc smartphon domain increa issu pertain secur privaci current literatur multimod biometr approach address length purpo improv secur access person devic moreov financ institut bank etc enforc two three step access corpor data enforc secur howev person devic current support similar applic way enforc multilay access differ domainsregion data paper multilay multimod biometr approach use three biometr method finger print face voic propo smartphon shown fusion biometr method layer enforc secur access privat data smartphon experi result present
854,2020-09-22,report perform digit filter comput use matlab wifi track applic work motiv improv accuraci filter algorithm rssiba distanc local system sever aspect improv eg filter part pathloss model work focus filter part unscent kalman filter ukf implement replac linear kalman filter kf use previous work base perform comparison ukf 90 hit ratio linear kf 8115 hit ratio found ukf handl noi rssi work ukf algorithm emb server system
855,2020-11-10,profici english occupi signif place newli form kurdistan region iraq english consid window opportun econom develop peopl region qualiti teach learn play crucial role achiev object howev lack train teacher english school level sever affect standard english tertiari level student pursu undergradu cour cihan univ find challeng task meet requir standard lack strong foundat english addit constraint time high standard curriculum tertiari level make challeng teacher teach write skill present studi aim expo kurdish student english colloc vocabulari mobil assist languag learn mall enhanc write communic purpo twentyf student undergradu cour random select purpo studi result shown improv perform student use right colloc studi bring need integr mall regular curriculum tertiari level kurdistan
856,2020-11-24,purpo research studi use result oer mobil applic enhanc 21st centuri skill inform media technolog skill human social scienc learner sampl includ 33 student studi autonom univ human social scienc field research instrument consist selfassess form studi behavior observ form assign evalu form data analyz use mean standard deviat depend ttest one way repeat measureth result show inform media technolog skill averag score studi higher studi statist signif level 05 17382 p 000 student learn behavior oer mobil applic high level 452 sd 26 analysi one way repeat measur assign evalu period week 2 week 4 week 6 show statist signif 05 level
857,2020-12-11,video stream method deliv multimedia content allow file use watch direct without need download save video stream also includ imag process imag process compon compar valu imag psnr research compar reactiv proactiv rout protocol perform aomdv dsdv use psnr packetloss throughput paramet wireless mesh network wmn video stream simul use 4 16 36 64 100 node result research aomdv rout protocol greater variat number node distanc node result higher packet loss decrea throughput decrea valu psnr dsdv rout protocol greater variat number node distanc node impact increa packetloss valu drastic decrea throughput valu compar aomdv rout protocol decrea psnr valu scenario produc psnr valu comparison psnr valu two rout protocol also influenc variat number node distanc node along packetloss throughput paramet greater packetloss decrea psnr valu generat
858,2020-12-22,purpo studi test effect visual learn memor educ process higher educ institut research carri higher educ institut russian feder among 14year student well teacher sampl includ 200 student 35 teacher experi consist three stage introductori experi final initi assess student profess knowledg carri introductori stage goal experi stage introduc visual learn memor main use mind map chart student profess train task develop use provid creation mini project construct layout chart mental map reflect profess role specialist construct architectur field featur stage design prioriti architectur construct activ final stage final assess student progress vocat train compar analysi data carri conclus drawn advi visual process learn memor higher educ teacher attitud toward activ implement visual learn memor also studi introductori final stage determin teacher attitud toward activ implement visual learn memor survey conduct introduct abov task gave follow result experi group name high growth rate student high level knowledg 115 164 suffici level knowledg 137 averag level knowledg also decrea number student low grade 166 compar control group final stage number teacher positivepromi posit attitud toward visual learn memor increa 143 number respond positiveneutr attitud decrea percentag singl teacher retain negat attitud practic valu result lie possibl use questionnair task develop real educ process modern higher educ institut
859,2020-12-22,studi consid issu integr tradit principl mobil learn entrepreneurship educ purpo research studi level implement mobil learn method higher educ exampl republ azerbaijan studi involv survey 99 teacher 5 univ survey result confirm extern factor primarili global widespread introduct inform communic technolog intern factor affect higher educ shown nation tradit contradict best practic entrepreneurship educ success integr mobil learn practic level integr advanc trend transform educ practic mobil learn high assess teacher 344 5 point likert scale benefit mobil learn implement identifi advanc trend 344 484 likert scale also high prai exampl respect elder age experi rank practic focus comprehen assess ration involv famili member hard work support advanc learn method includ involv skill lectur increa import practic task use project approach startup use mobil applic assess knowledg person class introduct distanc learn etc flexibl integr nation tradit innov becom competit advantag univ educ system also success implement mobil learn model format entrepreneuri compet student base use mobil applic along cloud servic take account flexibl integr tradit innov develop
860,2020-12-22,mobil technolog popular tool use improv educ effici howev impact learner risk assess train larg unknown project fraught risk individu respon project need possess strong skill handl riski circumst success unfortun candid bachelor degr technic field russia insuffici risk compet studi offer fiveunit program solv problem studi involv 128 student recruit noyabrsk institut oil gas yamalonenet autonom okrug russia particip divid three group two experi one control semest particip experi group follow propo program mobil set control group offer standard curriculum result show improv student outcom test score experi group higher 2478 3275 control group furthermor mobil learner found perform better classroom learner test score higher 35 8
861,2020-12-22,develop digit technolog necessit format digit literaci entrepreneurship skill modern digit generat studi object identifi aspect consum demand educ servic process test conceptu model mobil learn adapt modern busi environ context digit transform socioeconom life concept educ cour base sakai mobil learn platform focus format digit literaci busi segment propo studi educ appli cour entrepreneurship digit mode test within educ program state univ manag lyubertsi russia herzen state pedagog univ russia st petersburg russia experi made possibl identifi key aspect consum demand distanc educ base characterist particip percept advantag effect mobil learn particip confirm profess achiev fact implement person educ goal mobil learn describ easi comfort interest innov modern method learn compar tradit classroom lesson process mobil learn student demonstr increa person respon selforgan practic class synergi educ content real busi case great contribut involv product research dealt real measur term real incom specif activ result applic mobil learn contribut studi area studi establish pedagog demand satisfi mobil learn
862,2020-12-22,studi consid influenc cognit load achiev educ goal concept mobil learn prove effect educ program mobil learn environ achiev harmon cognit load structur educ content experi perform order identifi pedagog tool ensur effect use mental resourc student reduc cognit load studi educ materi experi perform within cour nation educ part educ program sechenov first moscow state univ russia abai kazakh nation pedagog univ kazakhstan tradit classroom learn supplement electron educ resourc mobil learn program develop base storag ispr cloud mobil learn platform focus studi nation valu good manner educ experi group offer three differ approach studi disciplin mobil learn environ observ learn process help us identifi key aspect effect educ practic mobil learn environ name highqual educ content themat tempor structur educ process distribut cognit load educ cour introduct tool encourag student attent activ particip student educ process synergi knowledg accumul deliveri learn environ themat social interact member educ group result experi confirm construct influenc pedagog tool aim reduct cognit load student effect educ program mobil learn strategi
863,2020-12-22,articl analyz specif featur project work organ english class blend mobil learn particip student previous havent studi foreign languag school experi learn foreign languag – german french relev propo work caus applic project method basi mobil technolog promot develop oral communic skill effect way take account individu characterist student allow futur conduct free conver foreign languag novelti methodolog use lie complex applic system integr approach use mobil technolog format oral skill foreign languag hypothesi studi applic propo teach method contribut stabl averag student improv qualiti knowledg throughout entir period studi fulli confirm student particip project work use mobil technolog share inform knowledg independ creativ activ end creation fulli communic linguist correct speech messag free speech foreign languag base student multimedia product consid practic result use inten method teach foreign languag scratch
864,2020-12-22,aim articl studi modern mobil learn system understand advantag disadvantag determin relationship concept digit learn goal studi conduct experi implement flexibl mobil applic studi macroeconom student econom specialti compar result obtain select control group total 20 sophomor 10 two univ sechenov univ depart econom manag azerbaijan state econom univ depart econom theori offer studi cour macroeconom use mobil applic semest septemb decemb 2019 student select two univ scientif object second year bachelor degr sinc macroeconom studi ear cour regardless specif econom direct student student attend lectur practic class teacher train perform help applic control group specialti year also 20 peopl select confirm contradict effect mobil applic control group student studi macroeconom tradit way name attend lectur practic class teacher semest result experi studi group student like train applic meanwhil 70 student would like train disciplin perman student support studi use special mobil app supplement main format teach final examin held tradit method written exam answer 4 open question 10 multipl choic question follow result obtain student use mlearn averag got higher result 02 point accord over assess 5grade scale separ accord test result 2 correct answer student tradit educ thus explain sinc student use mobil app practic materi form game case help immer problem assimil materi result compar research scientist
865,2020-12-22,basi new experi data present paper aim analyz effect train journal student use blog studi includ field survey impress journal student introduct blog educ process analyz examin involv 71 undergradu journal student two russian two kazakhstan univ innov teach strategi introduc train process mention institut correspond method conduct special class develop experi data confirm sever hypoth relat effect blog journal educ practic signif obtain result lie fact propo approach allow effect implement blog journal train
866,2020-12-22,past year teach process transform radic signif invest inform communic technolog context mobil technolog emerg innov educ tool mobil devic use vast number socal digit generat repr daili life educ activ proven implement mobil technolog educ contribut increa student motiv particip learn process faster acquisit profess compet technolog take role drive forc train howev comprehen understand essenti use effect object studi analyz inten mobil technolog use investig evolut higher educ use exampl im sechenov first moscow state medic univ research sampl repr 151 student data collect 20152016 274 student data 20192020 averag particip age correspond 198 studi also involv three expert requir evalu questionnair complet googl form scientif method studi base organ examin strict control involv respond quantit research research outcom analyz chisquar goodnessoffit test target question survey rate 5point likert scale accord studi result 95 respond use mobil devic educ purpo 65 agr conveni cour materi mobil devic 20152016 academ year share student use smartphon learn compri 104 20192020 percentag increa 615 studi find use univ teacher repr educ institut administr
867,2020-12-22,advantag mobil learn possibl univ access educ materi downsid form possibl lack communic student hisher teacher cour mate context collabor teach method appli support learner solv educ challeng object work analyz effect collabor approach mobil learn research method includ two stage experi introduct collabor mobil learn educ process onlin sociolog survey use questionnair method result need collect quantit data analyz effect train determin share respond posit negat opinion toward mlearn examin conduct 2020 among 190 undergradu sociolog student studi three univ russian feder moscow state pedagog univ mk ammosov northeastern feder univ tyumen state univ well among 76 undergradu student direct educ studi abai kazakh nation pedagog univ main practic result experi introduct mobil technolog previous use elearn model learn manag system consid educ institut collabor mobil environ base principl communic cooper user mutual learn teacher coordin student action studi confirm collabor mobil learn could flexibl transit blend distanc learn model vice versa analysi survey outcom prove valid eight propo hypoth term mobil learn impact qualiti educ influenc collabor environ develop student compet practic signif research find fact allow effect implement collabor mobil learn technolog form student profess compet
868,2020-12-11,children diagnosi syndrom differ kind person mental state talent similar children key point everi child need proper support right time option like special educ program physic therapi play group howev electron game support educ improv children goal studi develop mobil game children syndrom order help learn everyday knowledg use mobil devic smart phone tablet case pedagogu use puzzl paper base card game teach children necessari knowledg need maintain live studi aim optim learn process children syndrom provid educ electron game use teach mobil applic enrich teach process addit updat teach method industri 40 standard
869,2020-12-11,research aim studi factor analysi smart social media technolog promot profess learn communiti teacher sampl includ 900 teacher basic educ select simpl random sampl method sampl group divid exploratori factor analysi efa confirmatori factor analysi cfa 450 research tool questionnair 5 level rate scale data analyz exploratori factor analysi confirmatori factor analysi result studi reveal 1 exploratori factor analysi smart social media technolog promot profess learn communiti teacher consist 7 compon 1 profess learn communiti teacher 2 cloud technolog 3 augment realiti 4 internet thing 5 social technolog 6 data analyt technolog 7 mobil technolog 2 confirmatori factor analysi smart social media technolog promot profess learn communiti teacher smplc found model consist empir data 617 df6 p0405
870,2020-12-11,increa relev smartphon compani tri use mobil app busi purpo time digit transform onlin trade put increa pressur stationari retail trade mani retail therefor look way use mobil app attract new custom retain exist one grow number mobil app app marketplac sustain loyalti app user becom increa challeng retail question ari determin influenc consum accept mobil app retail initi 44800 search result googl scholar 18 scientif paper analyz qualit synthesi mean systemat review base prisma schema general perceiv valu practic benefit userfriend identifi determin addit import link mobil app stationari pos function mobil app retail digit shop assist less onlin store highlight retail publish app also play import role consum accept app
871,2020-12-11,convent common way measur interior room use measur tape similar tool howev product often one worker requir assist measur process goal studi discuss accept usabl androidba measur mobil app design interior design civil engin design water pipe worker user take measur tradit form interior room imag captur give result area space measur taken imag develop mobil app includ virtual screen ruler measur approxim length width room achiev refer scale user camera len must focus studi point result calcul video stream camera data obtain formul area order obtain result space area user receiv result display screen soon calcul carri later result reveal part origin research goal applic also use calcul height length object final extend review mobil app provid show high applic user accept
872,2020-12-11,everi flood caus damag mani live properti moreov affect economi lifestyl peopl societi short period long period consequ research would demonstr techniqu flood detect analyz digit imag web applic develop receiv report inspect flood situat everi area process requir crowdsourc data use 3s technolog receiv accur realtim data make deci flood manag aid peopl disastr area research convolut neural network appli flood detect classif use digit imag data peopl victim accord studi found convolut neural network flood classif accuraci data high level 9550 9300 9789 091 result accuraci produc accuraci user accuraci kappa statist respect besid use techniqu save cost time labor furthermor method could appli disast landslid earthquak fire abl monitor incid type disast also examin damag site incid
873,2020-12-11,particular e assess allow combin assess person person interperson valu joint assess make rich interest digit assess human resourc profess term recruit career manag profess orient assess soft skillsth platform dedic evalu cover sever famili behavior test person test aptitud test valu questionnair particular measur certain preci dimen clear deni editor connect scientif concept statist compar result standard refer popul order assess impact e assess opt studi sosi 2nd generat digit hr tool meet current requir human resourc profess assess intern context ind work carri content item dimen descript interpret report read term percentil common behavior style popul moroccan profess oper various sector activ
874,2020-12-11,research aim improv student analysi synthesi abil electron compon learn materi use research develop rd method data obtain tenthgrad student industri electron engin depart bandung regenc analyz use pretest posttest normal gain result show stage limit product oper test develop product tend improv student analysi synthesi abil basic electron learn materi electron compon submateri therefor androidba interact mobil learn succeed creat new effect way student learn
875,2020-12-11,widespread use mobil phone chang learn practic classroom mani studi alreadi recommend advantag use mobil phone teach religi educ univ student howev lack evid advantag context religi educ research aim test effect mlearn util educ programm islam religion teacher privat univ jakarta total 41 preserv teacher particip research various method data collect use includ observ written journal student respon test subsequ data anali util quantit qualit method find show mlearn encourag student awar conduct independ learn creat interact discuss atmosph class improv student communic skill learn process howev numer technic challeng found implement mlearn regard skill use applic internet access essay test find research offer recommend fellow educ regard use altern solut
876,2020-12-11,select suitabl platform facilit onlin learn becom import thing maintain qualiti smooth learn process carri home educ evalu model abl use provid recommend choo onlin learn platform suitabl use howev model abl provid recommend base narrat evalu compon rai differ understand high subject implement field model havent formula specif accur provid quantit result determin prioriti platform use onlin learn therefor essenti know new formula field educ evalu determin suitabl platform onlin learn done home one new formula use contribut solv problem field educ evalu formula formula show accur calcul mechan determin one platform prioriti various choic onlin learn platform purpo research show mechan calcul formula determin prioriti platform suitabl onlin learn research use evalu approach focus nomin stage model formula locat nomin stage eighti respond involv initi data collect evalu platform select criteria onlin learn subject involv test effect formula eight expert questionnair use initi data collect tool test tool effect formula method use analyz data effect test result formula compar test result effect standard refer five scale result effect test show percentag effect level 8979 mean formula effect use determin prioriti platform suitabl onlin learn home
877,2020-12-11,paper focus import polici procedur employ train awar aid manag risk associ usag mobil devic local govern entiti namakwa district northern cape region quantit research method appli studi obtain respon sampl particip namakwa district northern cape region use closedend question questionnair provid particip predetermin list code respon result analyz indic major respond util mobil devic organ general entiti make use laptop type mobil devic result indic organ also still appli tradit approach provid employ specif approv type mobil devic corporateown devic therefor support bringyourowndev chooseyourowndev strategi clear indic effort requir ensur improv specif relat develop privaci secur polici andor procedur well provid user train awar within municip organ
878,2020-12-11,small medium enterpri – includ busi consult industri – strateg develop south african economi develop marginali economi employ creation incom generat howev exist small medium busi consult firm threaten competit pressur multin consult firm pricewaterhousecoop mckinsey kpmg [8] small medium busi consult firm need adopt innov strategi surviv appropri use social media strategi one strategi adopt small medium busi enterpri influenc brand awar brand loyalti build competit edg inabl use social media busi strategi result poor brand awar decrea sale busi closur background studi aim assess custom percept social media strategi employ small medium busi consult firm investig relationship social media strategi brand awar evalu relationship brand awar quantit descript research methodolog use structur questionnair employ collect data sampl 231 custom busi consult statist packag social scienc version 25 employ conduct descript multivari analysi includ mean standard deviat correl regress analysi find indic custom negat percept social media strategi employ small medium busi consult firm also found social media strategi statist signif posit relationship brand awar brand accept research find hold major implic theori practic
879,2020-11-24,spread mobil smartphon app among consum also becom increa import ecommerc compani recent year attract custom central challeng use smartphon app compani acquisit activ new app user case studi examin incent like coupon bonus point download ecommerc app via smartphon app socal medium app effect review exist literatur similar topic hypoth regard probabl instal actual app usag develop test experi hypoth confirm larg extent especi coupon adverti onlin shop publish ecommerc app show expect effect research question identifi practic recommend app market deriv
880,2020-11-24,studi introduc novel authent methodolog base pattern recognit finger size pressur user touch smartphon screen analyz diagram touch appli data mine first time authent techniqu paper present three new approach first exactrang evalu approach verifi size recognit consist pressur second patternrang new techniqu relianc size frequenc posit last use sizerang facilit login associ rule modifi work finger touchscreen data file login 941111 18 author user succeed 989 20 unauthor user fail android devic android studio use size pressur normal 1 train set appli password consid
881,2020-11-24,immun system content along bodi defen mechan tend abstract content hard comprehend student digit flipbook learn media becom innov learn medium facilit immun system content understand student method use research addi research develop follow stage analysi defin design implement evalu research limit develop stage number respond research consist 30 senior high school student age 1719 year 3 three biolog teacher age 3040 year need analysi learn media expert valid includ 3 three teacher ten student small group test medium develop use applic microsoft powerpoint 2010 movavi video editor 14 flip pdf profess assess result digit flipbook imunopedia dfi learn media develop three biolog educ expert indic valid feasibl use immun system learn process averag feasibl test aspect content aspect 305 media aspect 295 languag aspect 295 trial test result small group regard dfi content display benefit indic feasibl criterion 362
882,2020-11-24,mobil app becom massiv import retail sector recent year central challeng retail acquisit new user mobil app potenti interest target group compani exist satisfi custom base wherebi custom satisfact often measur will recommend app net promot score paper investig influenc will recommend retail consum will instal mobil app retail influenc usag habit also examin analysi survey 105 consum total five retail confirm hypoth regard will recommend retail net promot score nps particular will recommend will instal retail app also increa
883,2020-11-24,inform communic technolog ict becom import platform etrain offer mani advantag provid new knowledg skill profess develop studi aim examin impact enpqel continu intent use onlin learn among aspir school leader malaysia data analysi result reveal featur enpqel influenc perceiv use particip program mediat effect aspect relationship enpqel featur continu intent result studi impli human resourc manag intend etrain profess develop agenda
