paper_name,keywords_name,publishing_date,abstract,abstract2
"
			The Role of Social Networks in the Organization of the Educational Process and Learning
					",,"2021-06-04,","The objectives of the study are to conduct a survey among students and teachers of Russian universities, which will determine their general attitude to the use of social networks in education; to identify the functions of social networks from the perspective of respondents; based on the results of both stages of the study, to determine the role of social networks in the educational process. Students and teachers of four Russian universities (MGIMO University, Kuban State Technological University, North-Eastern Federal University, Russian State Social University) took part in the survey. A total of 500 students and 100 teachers were interviewed. The results of the first part of the study showed that the attitude of students and teachers towards the use of social networks in education is generally positive. Both groups of respondents noted the advantages of introducing social networks into the educational process and also stated their willingness to increase their use. When using social networks in education, students can fill in special forms to indicate social network accounts to be subsequently used. Also, the administration of group chats can be taken under the control of the university for the purpose of a more structured exchange of information/educational materials.,",",					,,,					,,,				,"
"
			The Impact of Blended Learning using the Ideas Box on the Motivation for Learning Among Non-formal Syrian Female Refugee Students in Jordan
					",",											blended learning, 											Ideas Box, 											motivation toward learning, 											non-formal educa-tion, 											Culture Promotion Program for Dropouts									,","2021-06-04,",,",					,,,					The study aims to identify the impact of blended learning using the Ideas Box on the motivation toward learning among non-formal education female students in the Syrian refugee camps in Jordan. A semi-experimental approach was adopted; the sample of the study consisted of 30 female students enrolled in the Culture Promotion Program for Dropouts, second cycle, in the JOHUD Center for Social Support in January 2020. The experimental group consisted of 15 students who were taught the Islamic Pillars unit using the Ideas Box while the control group consisted of 15 students taught the same unit using the traditional way. Results show that there were no significant differences in mean scores of motivation between the two groups. This finding stresses the need for redesigning the current program used to teach students receiving the non-formal education to incorporate the Ideas Box into the curriculum.,,				,"
"
			Web-Based Animation Video for Student Environmental Education at Elementary Schools
					",",											Web-based animation video, 											environmental education, 											environmental awareness									,","2021-06-04,","This research and development aim at knowing the effectiveness of web-based animation videos application on environmental education of elementary school students in East Jakarta in Indonesia. Web-based animation videos for environmental education produced consisted of climate change, mangrove forest, waste recycling, biodiversity, and ozone depletion animation video pages.  Student environmental education measured was related to satisfying student natural curiosity, enhancing environmental awareness, and strengthening student pro-conservation values.  In the conclusion, it is highlighted that there is a positive effect of web-based animation videos application on student environmental education at elementary school students in Jakarta in Indonesia,",",					,,,					,,,				,"
"
			eDify: Enhancing Teaching and Learning Process by Using Video Streaming Server
					",",											Mobile Applications, 											Mobile Learning, 											Mobile Multimedia, 											Streaming Media, 											Usability, 											Video Streaming Server									,","2021-06-04,",,",					,,,					The study investigates the nature and degree of influence of the range of application usability variables on the learning experience of the students at a specific institution of higher education institution in Oman. The study was carried out via eDify implementation encompassing the usability variables and learning experience of the students. Literature does little to suggest the aforementioned relationship in the context of the Omani higher education. The current study would reveal the variables that are critical to effective technology-based learning of the students. The implications generated through the study would allow the institution involved in the study to effectively implement the variables required for enhanced teaching and learning. The methodology used in the study is divided into an exploratory and the main research. Principal component analysis and a range of regression analyses are conducted to test the relationships between the independent and the dependent variable, “learning experience”. Results suggest that the usability variables have both positive and significant effects on the dependent variable of the learning experience. One usability variable that stands out more than others is the usage of mobile media.,,				,"
"
			Flashover Prevention System using IoT and Machine Learning for Transmission and Distribution Lines
					",",											Flashover, 											Smart grid, 											Transmission and distribution line, 											IoT									,","2021-06-04,",,",					,,,					Flashover on transmission and distribution line insulators occurs when the insulator’s resistance drops to a critical level and causes frequent power outages. Thin layers of dust, salt, and airborne particles, gradually deposited on the surface of insulators, as well as humidity, form an electrolyte which causes flashover.  In this paper, a flashover prevention system using IoT technology and machine learning is proposed in order to reduce loss and increase power reliability. The system includes an IoT module, a service and clients. The IoT module prototype was installed at a distribution line pole located in Pracha-utit, Bangkok, Thailand and had collected data for thirty-four months. The data were pre-processed and split for the training process and evaluation. In this study, we built and compared four models including linear regression, polynomial regression, Auto-regressive Integrated Moving Average (ARIMA) and Long Short-Term Memory (LSTM) models. The results revealed that the LSTM model outperformed (,,=.931, RMSE= 530.74) the others.,,				,"
"
			Mobile Augmented Reality for Campus Visualization Using Markerless Tracking in an Indonesian Private University
					",",											Augmented Reality, 											Structure Visualization, 											Markerless Tracking									,","2021-06-04,","Marker in augmented reality plays a major part to initiate a virtual object in an augmented environment. Choosing a correct and reliable marker would increase the chance of creating a more stable augmented object especially for visualizing a building structure. Unfortunately, most research on visualizing building structure uses a marker-based tracking approach where users must always bring a pre-printed paper as a tracking media. This creates a problem for every time users demonstrate a specific augmented structure object, they still need to bring a printed marker to show the augmented object. The purpose of this research is to investigate the applicability of markerless-based tracking as a solution whether it can substitute the marker-based tracking on augmented reality problems. Simultaneous Localization and Mapping (SLAM) is used as a markerless tracking method where it tracked and mapped the surface environment using feature extraction, then set an anchor at the specified location where the augmented object visualization appears. The results of the research found that from a total of 30 object detection tests, 21 objects are successfully detected and 9 undetected objects, this shows that markerless-based tracking is applicable and can substitute marker-based tracking for a structural campus visualization.,",",					,,,					,,,				,"
"
			Human-Computer Interaction Perspective on Mobile Learning: Gender and Social Implications
					",",											Human Computer Interaction, 											Mobile learning, 											Gender Differences, 											Higher Education									,","2021-06-04,","The state of Kuwait has implemented a national e-learning initiative that included the distribution of mobile devices (Tablets) to be used by students and educators. Understanding the obstacles which currently prevent a successful roll-out, implementation, and adoption of mobile learning methods in Kuwait is vital. The opportunities for learners are particularly essential in this respect, and an absence of research remains an issue as far as Kuwait is concerned. This research was carried out within Kuwait Higher Education (HE) facilities to assess students' opinions and motivations for adopting this form of learning, aiming to analyse its efficacy and explore the social factors and gender issues that might impact extending mobile learning (m-learning) potential throughout Kuwait. A questionnaire has been central to this research, sent out to 620 students in total. Two statistical methods, an analysis of variance (ANOVA), and an independent-sample t-test, have been applied. The latter is essential for assessing if any statistical significance exists between two unrelated groups (male and female being the two independent variables). The results reveal disparities of age and gender while highlighting certain social and cultural factors that might prove to be obstacles that m-learning will need to overcome. A firm analysis of such issues will enable improved approaches to help learners' access and make the most robust m-learning methods.,",",					,,,					,,,				,"
"
			Modified Multipath Routing Protocol Applied On Ns3 Dcell Network Simulation System
					",",											communication networks, 											multipath routing protocol, 											DCell network simulation, 											data transmission, 											NS-3 program, 											link failure, 											rack problem									,","2021-05-25,","In the communication networks, guidance has become an important factor, with a significant impact on network performance, where the network orientation area has been and continues to be an ongoing development, intensive research for many years aimed at optimizing the network. This paper performs three modifications for a multipath routing protocol to solve the problem of routing in a DCell network simulation and apply online solutions on the network, the goal is to improve the transition efficiency of data. The modifications used to avoid data transmission failures which are delay problem,,link failure problem, and power off (rack problem). The implementation of multipath routing protocol on the DCell network in actual simulation using the NS-3 program, which represents the rule that the DCell network was built and simulated. Finally, the modifications succeeded and return good results decreasing the delay time and solving the data transaction problems.,",",					,,,					,,,				,"
"
			Mobile-Assisted Writing Instruction: Affordances, Challenges, and Future Directions
					",,"2021-05-25,","Mobile-assisted language learning (MALL) is popular worldwide. One related issue under discussion is how to effectively harness mobile devices to help English writers. This paper first unpacks writing as a meaning making process from the perspective of systemic functional linguistics. It then summarizes the major MALL-based studies on writing instruction, including the affordances and challenges of MALL-based writing instruction. This paper then discusses how to address challenges as identified in the existing studies on MALL-based writing instruction, centering on writing as a meaning making process. The paper ends with pedagogical tips for educators who are interested in using mobile technology to comprehensively improve students’ English writing construction across different contexts.,",",					,,,					,,,				,"
"
			Towards an Efficient Integrated Distance and Blended Learning Model: How to Minimize the Impact of COVID-19 on Education
					",",											Distance learning, 											COVID-19 Pandemic, 											e-learning, 											Perceptions, 											Modeling, 											Competency									,","2021-05-25,","As governments and international bodies worldwide sought to prevent the spread of Covid-19, underdeveloped countries have been particularly challenged as they have little or no technological models and frameworks in place and the literature offers little guidance. The current research applied a quantitative approach to researching educational practitioners’ perceptions of e-learning acceptance, using a sample of 4,024 educators and students from a range of Kuwaiti educational institutions. Findings indicate that respondents were slightly supportive of e-learning adoption, with a majority acknowledging its advantages. However, respondents also mention the need for development in the technological competencies required to operate the proposed e-learning programs and a range of challenges that may impact e-learning. Hence, the authors propose a distance and blended learning model (DBLM) to enhance the implementation, utilisation, and evaluation of e-learning within the Kuwaiti educational system. Also, an e-learning teacher capability maturity model (eTCMM) was proposed to foster educators’ competencies and enable their active use of e-learning platforms. ,",",					,,,					,,,				,"
"
			Gamification Design Elements to Enhance Adolescent Motivation in Diagnosing Depression
					",",											adolescent depression, 											adolescent motivation, 											gamification, 											model development, 											human-computer interaction									,","2021-05-25,",,",					,,,					Depression is a critical public health problem, mainly when it affects young people (adolescents). This condition is most challenging to detect in this group because they tend to think about other people's negative assumptions. Adolescents with depressive symptoms refuse to seek professional help due to their stigma and their future if they were labeled as depressed teenagers. Depression is a severe mental issue that should be detected from an early stage so that the problem can be curbed and resolved immediately. Diagnosis should be carried out to assess mental health, followed by referral to professional help. This study aims to motivate adolescents to diagnose depression levels through gamification techniques. Fifty-three secondary students participated in a survey designed in this study to measure motivation enhancement factors. The result of this study was used to develop a depression diagnosis model. The proposed model applied a gamification design technique consisting of three main ideas: gamification elements, user types, and motivational elements. This model will serve as the foundation to develop a mobile application system that can benefit users, especially adolescents, in self-diagnosing depression.,,				,"
"
			Face Recognition Using the Convolutional Neural Network for Barrier Gate System
					",",											barrier gate system, 											convolutional neural network, 											face recognition, 											IoT									,","2021-05-25,",,",					,,,					The implementation of face recognition technique using CCTV is able to prevent unauthorized person enter the gate. Face recognition can be used for authentication, which can be implemented for preventing of criminal incidents. This re-search proposed a face recognition system using convolutional neural network to open and close the real-time barrier gate. The process consists of a convolutional layer, pooling layer, max pooling, flattening, and fully connected layer for detecting a face. The information was sent to the microcontroller using Internet of Thing (IoT) for controlling the barrier gate. The face recognition results are used to open or close the gate in the real time. The experimental results obtained average error rate of 0.320 and the accuracy of success rate is about 93.3%. The average response time required by microcontroller is about 0.562ms. The simulation result show that the face recognition technique using CNN is highly recommended to be implemented in barrier gate system.,,				,"
"
			Mobile Phones in Classrooms and in Professor-Student Communication: Ukrainian, Omani, and U.S. American College Students’ Perceptions and Practices
					",",											mobile phones, 											professor-student communication, 											m-teaching and learning									,","2021-05-25,","The unprecedented expansion of wireless technologies and the global pandemic of 2020-2021, which forced many educational establishments out of traditional face-to-face and into online instructional environments, have created an urgency for achieving a better understanding of the various education-related uses of mobile phones, and students’ attitudes toward them, worldwide. We conducted a questionnaire-based study to explore college undergraduate students’ perceptions and uses of mobile phones, with a focus on instructor-student communication and classroom use, across three diverse cultural contexts: Ukraine, Oman, and the United States. Based on our findings, we suggest that conceptualizing mobile phones as cultural tools and situating their use within cultural discourses illuminates how – and explains why – mobile phones are not “the same” tools for all students. The findings offer insights into students’ (developing) perspectives on uses of mobile phones, and provide grounds from which to formulate productive, and culturally appropriate, means of using them for educational purposes.,, ,",",					,,,					,,,				,"
"
			Performing Usability Evaluation on Multi-Platform Based Application for Efficiency, Effectiveness, and Satisfaction Enhancement
					",",											ISO9241, 											multi-platform, 											usability attributes, 											mobile usability, 											usability evaluation									,","2021-05-25,","Usability evaluation is an essential activity to contribute to a higher standard of user experience. This study conducted a usability evaluation on multi-platform application according to usability attributes as defined in ISO 9241-11 standard which are efficiency, effectiveness, and satisfaction. The evaluation was conducted on both platforms; web and mobile application and involved 50 participants. The results discovered some points to usability issues. Therefore, to further enhance the users’ satisfaction, efficiency, and effectiveness, a set of improvement recommendations were proposed. Insights from this study provides a standard basis on the usability evaluation procedure which can serve as a guide for the usability evaluation of multi-platform applications.,",",					,,,					,,,				,"
"
			A Review on Various Applications of Reputation Based Trust Management
					",",											Reputation, 											Trust management, 											Recommendation.									,","2021-05-25,","The extremely vibrant, scattered, and non–transparent nature of cloud computing formulate trust management a significant challenge. According to scholars the trust and security are the two issues that are in the topmost obstacles for adopting cloud computing. Also, SLA (Service Level Agreement) alone is not necessary to build trust between cloud because of vague and unpredictable clauses. Getting feedback from the consumers is the best way to know the trustworthiness of the cloud services, which will help them improve in the future. Several researchers have stated the necessity of building a robust management system and suggested many ideas to manage trust based on consumers' feedback. This paper has reviewed various reputation-based trust management systems, including trust management in cloud computing, peer-to-peer system, and Adhoc system. ,",",					,,,					,,,				,"
"
			Establishing Continuous App Improvement by Considering Heterogenous Data Sources
					",",											Quality Assurance, 											Apps, 											User Feedback, 											Architecture, 											Product Improvement, 											Quality Monitoring, 																				,","2021-05-25,","Mobile apps have penetrated the market and are being used every­where. Companies developing apps face increasing challenges such as short time to market or demand for high quality. Furthermore, the success of an app also depends on how users perceive its quality. Feedback provided by users influences other potential users and provides new opportunities for identifying features. Consequently, it is a valuable source of input for app developers with respect to product improvements. One form is textual feedback. This kind of feedback is usually distributed across various data sources. Therefore, it must be captured from these sources and put into one single pool of data before it can be analyzed. The analysis must take into account the peculiarities of the short release cycles and high change rate of features for mobile apps. In this article, we present User Echo Service (UES), which was built to address heterogeneous data sources.  The aim of UES is to allow product managers to be able to be always up to date with the latest feedback data. Therefore, we have created an extensible architecture aimed at supporting different data sources and present the feedback collection scheduling system. This forms the prerequisite for subsequent analyses of the collected data. We discuss our solution and provide ideas for future development.,",",					,,,					,,,				,"
"
			The Intelligent Platform of Autonomous Learning in Post-Secondary Education
					",",											post-secondary education, 											mobile learning, 											autonomous learning, 											intelligent platforms									,","2021-05-25,",,",					,,,					The aim of the study was to develop and test the effectiveness of an autonomous learning intelligent platform in post-secondary education. It was conducted on the basis of the Institute of Dentistry named after E.V. Borovsky in I.M. Sechenov First Moscow State Medical University (Moscow, Russia) and Humanitarian and technical academy (Kokshetau, Kazakhstan). This research involved 59 teachers and 390 students, who comprised the total sample of 449 respondents. The experiment consisted of three stages – introductory, experimental, and final. The introductory stage included the distribution of enrolled students into the experimental and control groups. Besides, at the introductory stage, the development of questionnaires directed at identifying students’ and teachers’ readiness to implement autonomous learning was performed. Apart from this, the involved educators were required to fill the learning platform with predetermined training content. The considered intelligent learning platform was developed by programmers by prior agreement with educational institutions under study. The experimental stage was aimed at introducing the designed model of autonomous learning based on the created intelligent platform. The final stage implied surveying of all study participants according to the developed questionnaires. After the introduction of the created autonomous learning model, it was revealed that 51.5% of enrolled teachers were ready for self-directed education at a high level, 20.4% – at a satisfactory level, 18.4% – at a moderate level, and 9.7% – at a low level. Among the students of Sechenov University, 21% of respondents had a high level of readiness for autonomous learning based on intelligent platforms, 27% of students had a sufficient level, 35% – moderate, and 17% – low. Among the Humanitarian and technical academy students, 29% had a high readiness for autonomous learning, 30% were ready at a sufficient level, 25% at a moderate, and 16% at a low level. This study provided an opportunity to use the developed questionnaires and the model of autonomous learning in post-secondary education for further research on the implementation of self-directed training.,,				,"
"
			Accelerating the Move Towards Online Learning Through Cloud Platforms in Higher Education Sectors Using Smart Devices during COVID-19
					",",											COVID-19, 											smart devices, 											wireless technologies, 											cloud computing									,","2021-05-25,","Education is essential for the progress of humankind. The function of education is to teach one to think intensively and critically. Education policies are entering into a new pathway. Due to climatic and geographical conditions in many areas of the world, it is challenging to establish classes. Many students feel difficulties in leaving their motherland for further education due to the limited economy. Learning using technological components like smart devices is continually growing. Several education institutions provide services through the web using cloud-based technology to ease the students and cultivate their education. The employment of smart devices has a great perspective on teaching and learning. During COVID-19, the cloud platform helps students and faculties learn and even stay in their residential areas. This paper aims to outline: attitude and opinion of smart devices used by higher education students and their self-efficacy in participating in online classes. This teaching strategy makes a significant contribution to digital pedagogy. It includes approximately 360 respondents. The results revealed that students' perceptions of device usage, connectivity, and time duration had a statistically significant effect on cloud-based online learning, and self-efficacy depicts a positive impact on their online classes. Thus smart devices play a vital role in extending learning out of the classroom anywhere, anytime.,",",					,,,					,,,				,"
"
			Evaluating the Service Quality of Mobile Health Versus Clinic Based Intervention in Hearing Healthcare. A Comparative Study
					",",											Hearing Healthcare, 											Mobile Health, 											Service Quality, 											Tele-Medicine									,","2021-05-25,",,",					,,,					Hearing Healthcare is in midst of a paradigm shift and the use of mobile health technologies plays therefore a major role. Through the Bluetooth connectivity between the hearing aids and the smartphone with an accompanying app, the HCP can remotely access hearing aid settings during an online video session. In this study, 30 subjects were divided into a tele-audiology intervention and a clinic-based control group and followed up after an initial fitting for four weeks. At the beginning, structured interviews were used to determine the expectations on the service quality of a Hearing Aid Company, and these were compared with the actual perceived performances at the end of the study using the SERVQUAL model. Various advantages and disadvantages of both forms of intervention were identified. It could be concluded that a combination of both variants ensures the greatest possible perception of service quality.,,				,"
"
			Boosting Motivation to Help Students to Overcome Online Learning Barriers in Covid-19 Pandemic: A Case study
					",",											Motivation, 											Barriers, 											online learning, 											Covid-19 Pandemic, 											motivation-boosting activities									,","2021-05-25,","In response to a public health emergency of COVID-19 pandemic, changing learning and teaching from face to face mode to online one is determined to be imperative. The fact that classrooms were temporarily prevented from continuing did not mean that learning and teaching were suspended. It was going on in a new approach supported by technology, which challenges students and teachers with various barriers. The paper explored the correlation between online learning barriers and motivations, whether the motivation-boosting strategies could help students overcome challenges in online learning duration and had any impact on students’ academic achievement or not. A quasi-experimental research was applied for 288 third-year students of law joining the second criminal law course at a university in Viet Nam. The experiment was conducted with the assistance of LMS, Microsoft Team, Skype and Zoom, along with Socrative, Kahoot and Social networks. The findings revealed that the extrinsic barriers had more impact on motivation than intrinsic ones; extrinsic barriers had high impact on the motivation and the learning results of students compared to the traditional learning method. The data also expressed that the motivation-boosting activities in the online learning process led positive changes in students’ learning motivation and academic achievement.,",",					,,,					,,,				,"
"
			Big Data Support for Problem Solving Method in Mass Spectrometry Topic in Modern Analytical Chemistry Course
					",",											Big Data, 											IDEAL Problem Solving, 											Modern Analytical Chemistry, 											Mass Spectrometry									,","2021-05-04,",,",					,,,					Extremely large and unpredictable user generation of data, all digitized and stored in large data repositories is built up by scientists, especially from modern analytical chemistry. This study aims to build a new approach in chemistry education, by utilizing Big Data sources to support IDEAL (I-Identify problem, D-Define goal, E-Explore possible strategies, A-anticipate outcomes and act, L-Look back and learn) Problem Solving learning model. Modern analytical chemistry studies and uses instruments to analize chemical compounds up to structural analysis.  Modern instruments, such as mass spectrometer, generate information of compounds and stored in big data bank.  This must be able to be accessed and used in chemistry education.  This report would be around the benefits of using Big Data during learning process in this digital era, through IDEAL Problem Solving learning. Some preliminary progress would be presented.  The growing number of data and resources would change also teaching and learning methodology in higher education.  Some highlights about disruptive learning innovation would be described,,				,"
"
			Learning Design on Social Studies Through Digital Book in Senior High School
					",",											digital book, 											multicultural education									,","2021-05-04,",,",					,,,					The diversity of Indonesian society, from ethnicity, religion, race, and class, is a social asset that harmony must be maintained. Multicultural education has an important role in maintaining this harmony. Prospective social science education teachers must have an attractive learning design in increasing understanding related to multicultural education. This study aims to see the effect of digital book learning design on multicultural education for prospective teachers. Researchers collaborated with students of the 2017 social science education study program, faculty of social science, Jakarta State University. Analysis of learning outcomes with two-way MANCOVA analysis with one covariate. The results show the interest in learning multicultural education, a significance value of 0.955 which is greater than 0.05, then H0 is accepted. The significance value obtained from all outputs is 0.000 which is smaller than 0.05, so H0 is rejected. So, it can be concluded that there is an effect of using digital book learning media on students' multicultural education,,				,"
"
			The Competency in Using Smartphones of the Homebound Older Adult
					",",											Interaction, 											User interface, 											Smartphone, 											Aging, 											Older Adult									,","2021-05-04,",,",					,,,					Smartphones are widely accessed by all genders, ages, and statuses with the increasing use rate of older adults. When people grow up to older adults, they meet physical declines such as blurred vision, tremor in hands, and arms, slowness of movement, or postural of a humpback. These age-related conditions affect how they live and use the smartphone. However, some seldom go out for older adults' activities due to their physical impairment and diseases. They might have lower competencies than normal older adults. In this article, the test was conducted on 26 homebound older adults. The current investigation was concerned with their competencies of vision, hearing, touching, and memorizing to find appropriate average results for them. We found the scores value regarding font size, color contrast, icon size, a touching point on each button on the screen, keyboard's size, scrolling area, etc., which they can perform effectively on the smartphone. The main findings render a significant and unique contribution to the design community to use it as a guideline or standard for every designer who wants to design assisted technology by using a touch screen interface for home-bound older adults to conveniently access and efficiently use. Further, it also helps to improve the quality of life among older adults.,,				,"
"
			Mobile-Learning Platform for the Development of Entrepreneurial Competences of the Students
					",",											entrepreneurship education, 											mobile learning platforms, 											mobile technologies, 											digi-tal education, 											entrepreneurial competences.									,","2021-05-04,",,",					,,,					The aim of the study was to determine the effectiveness of using a mobile learning platform for students’ entrepreneurial competence improvement. The platform was implemented by the Russian State Vocational Pedagogical University and the Financial University under the Government of the Russian Federation. It allowed users to publish assignments, exchange ideas, generate photo and video content, demonstrate creative developments, and receive feedback. The research process enrolled 70 experimental group students, 25 control group students, 2 instructors, and 2 administrators from the considered educational institutions, as well as 3 practitioners invited to review projects. As a result of this examination (Cronbach’s alpha ranged from 0.678 to 0.714), it was noted that 41.4% of all research participants rather agreed that the experiment goals were accomplished and noted personal progress in mastering entrepreneurial competences, whereas 53.4% agreed unequivocally that the experiment was fully successful. Analysis of entrepreneurial competences and deviations from repeated competence evaluations before and after the experiment revealed that the experimental group was marked with notable progress (F (1.32) = 42.26, p = 0.00,  = 0.56). Average entrepreneurial competence assessment results for this group were slightly higher than those for control – they constituted 4.5 points against 4.0. Research findings are believed to be universal and interesting to educators and administrative staff of educational institutions or those involved in creating and conducting entrepreneurship training courses.,,				,"
"
			Apps-Based Temperature Monitoring System with Location Services for Medical Needs Delivery Using Drone
					",",											temperature monitoring system, 											location service, 											blood delivery, 											internet of things, 											mobile application									,","2021-05-04,",,",					,,,					Traditional temperature monitoring system for blood delivery requires a USB cable to extract data after delivery has been completed. Without real-time temperature data during delivery, the quality of the products cannot be monitored efficiently. In this paper, we have designed and developed a mobile application-based temperature monitoring system for medical needs delivery. It has a mobile application to display temperature data in real-time. The system includes Arduino Uno, DHT22, DS3231, microSD card adapter and ESP8266 Wi-Fi module. The temperature and humidity data were stored in the microSD card and ThingSpeak server for further analysis. A mobile application allowed users to visualized and monitor the temperature of the payload during delivery. For the system test and evaluation purpose, the developed temperature monitoring system was placed inside a polystyrene box. The temperature and humidity data were acquired using DHT22 and Fluke t3000 fc in cold and ambient temperature for 30 minutes with a sampling time of 2 seconds in the polystyrene box. The results showed that the correlations error 0.96 and 1.00, respectively. Finally, we showed that the developed temperature monitoring system can capture and record temperature data in real-time. It is reliable and comparable to a high-end temperature monitor.,,				,"
"
			A Usability Testing of a Higher Education Mobile Application Among Postgraduate and Undergraduate Students
					",",											Usability, 											usability testing, 											mobile usability, 											higher education app									,","2021-05-04,",,",					,,,					The advancement in technology has produced innovative applications for educational purpose. Numerous higher education applications have aroused in recent years. Therefore, it is essential to strive for a high usability application. This study presents a usability evaluation of a higher education mobile application in Universiti Kuala Lumpur. The study was conducted using usability testing methodology to measure three usability factors which are effectiveness, efficiency and satisfaction. A number of 64 participants from postgraduate and undergraduate programme were subjectively selected. The result reveals that the application is effective, efficient and meet the users’ satisfaction on its usability, with the satisfaction rate of 82.15%. Several issues with regard to the application were highlighted by the respondents during the usability test. Therefore, despite of positive results, several recommendations with regards to improve the usability of the application were proposed in this study.,,				,"
"
			Mobile Devices Applied in Self-Studying English as a Foreign Language Among Non-Native Students in Vietnam and Japan
					",",											non-native learners, 											mobile devices, 											self-study EFL, 											positive attitudes, 											potentials									,","2021-05-04,","In the era of technology, learning can be supported with mobile devices inside and outside of the classroom. In the hope of taking advantage of technology advances, teachers worldwide have integrated technologies into teaching to effectively deliver lesson content and address students’ needs. However, few non-native learners are exposed to mobile devices to optimize self-studying English outside the classroom. Thus, the present paper conducts a case study to look into mobile devices’ applications to enhance self-studying English as a foreign language. The study participants included 26 Japanese and Vietnamese learners divided into two groups over 15 weeks. Quantitative and qualitative methods were used to analyze and compare the results with R-Studio statistics software. The present study sought to encourage collaboration and foster the  autonomy of learners with mobile devices’ assistance as supporting language self-learning tools. The findings of the present research will be discussed in terms of the efficiency and potentials of mobile devices as supportive tools outside of classroom activities among Vietnamese and Japanese students as non-native learners of English.,",",					,,,					,,,				,"
"
			Development of Android-Based Mathematics Learning Game on the Topic of Congruence and Similarity
					",",											mathematics learning game, 											android, 											congruence and similarity									,","2021-05-04,","In general, students' math skills in Indonesia are low. An effort must be made to get students to enjoy learning mathematics so that their mathematical abilities improve. The rapid development of smartphone technology provides an opportunity for use in mathematics learning. This study aims to develop an Android-based mathematics learning game for junior high school students on the topic of congruence and similarity. The research method used in this study is the Plomp development method with three stages: preliminary research, the prototyping stage, and the assessment phase. The subjects of this study were 56 seventh-grade students from the State Junior High School (SMPN 1) Wagir Malang. Six students participated in small group trials and 50 students participated in field trials. The results showed that the Android-based learning game on the topic of congruence and similarity had been successfully developed. The game media have been validated by experts with a score of 3.36, which shows that the media created are valid. The practicality tests in the small group trial resulted in a score of 3.50, while the field trial resulted in a score of 3.51. The effectiveness tests carried out in the small group trial resulted in a score of 3.36, while the field trial results had a score of 3.38. These results indicate that the learning games developed are practical and effective for use in mathematics learning.,",",					,,,					,,,				,"
"
			A Model for Enhancing Algorithmic Thinking in Programming Education using PAAM
					",",											Algorithmic									,","2021-05-04,",,",					,,,					Most novice programmers consider learning to program as a difficult and challenging field of study for them. As a result, high dropout and failure rates in programming one courses reported. One of the reasons is that most programming (1) courses don’t give equal attention to syntax and semantics of programming language and algorithmic thinking. In this study, a web application based on Problem Analysis and Algorithmic Model (PAAM) was prepared and acquainted in the programming (1) course. The application focuses on problem analysis and algorithmic thinking. The influence on genders' opinion after offering the PAAM model in the programming (1) course determined by organizing a survey. The mean values of the male and female survey respondents compared by performing the T-test. The purpose is to determine if there is any significant difference between the mean values. Results show that students appreciated the web application in the programming (1) course. Male students discerned more positive responses in the survey questions compared to female students. The T-test result shows a significant difference between the values of respondents because the p-value for equal variances assumed is (.000), which is less than p = 0.05. The application encourages a new approach based on four steps (problem statement → problem analysis → problem-solving skills → code) for novices. The application helps students to understand programming structures, program design and comprehension.,,				,"
"
			Development of Learning Everywhere Class (LEKAS) Platform for Economic Education
					",",											Android-based, 											Learning Platform, 											Economic Education, 											ADDIE model, 											Learning Everywhere Class (LEKAS)									,","2021-05-04,",,",					,,,					The main objective of this research is to develop an Android-based mobile learning platform for economic education students so that they can study anywhere and anytime. Following the current trend, learning must be flexible in accordance with learning styles that tend to lead to online learning. Students will be more comfortable studying with their smartphones anywhere than having to carry books everywhere. This platform consists of several features, namely lecture material, evaluation results and progress of reading material in the form of PDF and video embedding. The design development in this study uses the ADDIE model, which consists of 5 stages, namely Analysis, Design, Development, Implementation, and Evaluation. This product was tested on 60 students of economic education class 2019 in introduction of macroeconomics courses. The final product of this research is an Android-based mobile learning platform with the title LEKAS (Learning Everywhere Class). The results of the evaluation of this product are that there is still a need for improvements in the ease of access to various types of android. The advantage is that students can immediately learn and find out the extent of understanding by taking tests after studying the material that has been shared. Through this platform students can study material and evaluate the material they read anywhere and anytime. The convenience provided on this platform will be able to increase the effectiveness and efficiency of learning in economic education.,,				,"
"
			The Analysis of Child Bullying Behaviour of Game Mobile Learning Users, in The Early Childhood Education Management Perspective
					",",											bullying behavior, 											game mobile learning, 											early childhood, 											management.									,","2021-05-04,",,",					,,,					This study aims to analyze the behavior of verbal bullying, social bullying, and physical bullying in early childhood using game mobile learning. The research approach used is qualitative phenomenology. The informants of this study were 24 parents, 3 teachers, and 30 children aged 4-6 years in Early Childhood Education Institutions in Indonesia. Data were collected through in-depth interviews, observation, and documentation study. Based on the results of data analysis, it is known the behavior of verbal bullying, social bullying, and physical bullying there are differences in the intensity and frequency of bullying behavior of children aged 4-6 years while playing game mobile learning at home and in social settings. Unconsciously, bullying behavior is formed and developed from an early age through game mobile learning used by children. Children do not understand the meaning of bullying behavior which is shown through attitudes, words, and behavior when playing game mobile learning. So, the closest adults to the child are needed (1) to manage learning activities using game mobile learning, (2) provide intensive assistance for children when playing game mobile learning, (3) provide good advice and admonitions when bullying behavior is presented by the child, (4) agree on clear rules, and (5) firmly with children when playing game mobile learning,,				,"
