,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
621,perceptual,perceptualuserinterfacepui,humancomputerinteractionhci,seriousgames,graphicaluserinterfacegui,,,,,,,,,,,
622,apps,fashionapps,mobilemedia,users,mobileapplications,,,,,,,,,,,
623,mobilemarketing,actualusage,behaviouralintention,,,,,,,,,,,,,
624,securityeducationandawareness,mdgbl,motivation,arcs,,,,,,,,,,,,
625,mobileassistedlanguagelearning,mall,mlearning,englishforspecificpurposes,esp,highereducation,engineeringeducation,,,,,,,,,
626,contextawareservices,contextawareness,contextmanagement,mobilecomputing,,,,,,,,,,,,
627,geocoding,lbs,location,messaging,telecom,omasupl,,,,,,,,,,
628,mlearning,jade,multiagents,imls,networkmonitoring,responsetime,,,,,,,,,,
629,mobilelearning,scienceeducation,,,,,,,,,,,,,,
630,disastercomplaint,mobiletechnology,smartmobilephoneapplication,,,,,,,,,,,,,
631,preschooleducation,mobilelearning,specialeducation,,,,,,,,,,,,,
632,mobileaugmentedbook,mlearning,mobilelearningmanagementsystem,ubiquitouslearning,,,,,,,,,,,,
633,mobilesms,sentenceparaphrasing,educationaltool,englishformedicalpurposes,,,,,,,,,,,,
634,cloudbasedlearning,computerstudies,designresearch,ictinnigeria,mlearning,,,,,,,,,,,
635,audienceresponsesystem,facetofacelecture,technologyenhancedlearning,wearabletechnology,,,,,,,,,,,,
636,videosummarization,keyframeextraction,videoskimming,visualattentionmodel,mobilecomputing,computervision,,,,,,,,,,
637,nteractiveeducationalenvironment,mobilelearning,studentempowerment,informationextracting,uniappapproach,,,,,,,,,,,
638,sms,mobilephone,shortword,fullword,slang,android,,,,,,,,,,
639,augmentedreality,handanatomy,leapmotion,bones,,,,,,,,,,,,
640,userbehavior,logdata,tangrampuzzle,,,,,,,,,,,,,
641,mlearning,attitudes,gender,smartphoneownership,,,,,,,,,,,,
642,energy,sleepawake,conditionaltransmission,networklifetime,bodysensors,,,,,,,,,,,
643,monitoringandcontrolling,powerelectricsystem,smarthome,iot,,,,,,,,,,,,
644,whatsappapplication,communicationchallenges,projectmanagement,industrialisedbuildingsystemibs,,,,,,,,,,,,
645,technology,mobile,thailand,,,,,,,,,,,,,
646,virtualreality,augmentedreality,conventionalvideo,userexperience,,,,,,,,,,,,
647,raschmodel,constructvalidity,test,scientificreasoning,,,,,,,,,,,,
648,digitalassessment,assessmentresources,teacherattitudeandperception,,,,,,,,,,,,,
649,mobilelearning,smartphone,instructional,technology,,,,,,,,,,,,
650,mobilephishingattacks,phishing,datamining,webbasedphishingattack,,,,,,,,,,,,
651,communications,modelling,indoorenvironment,outdoorenvironment,raytracing,,,,,,,,,,,
652,ebooks,printbooks,studentperceptions,studentpreferences,universityofforthare,,,,,,,,,,,
653,elearning,educationforall,nonformaleducation,moocs,,,,,,,,,,,,
654,gamebasedlearningexperience,geography,educational,interactive,voiceenabled,speechassistant,amazonalexa,,,,,,,,,
655,mobilegovernmentservices,adoption,gammodel,utautmodel,,,,,,,,,,,,
656,socialmedia,conceptualmodel,content,community,conversation,socialcapital,culture,collaboration,conversion,,,,,,,
657,googletranslation,acceptancemodel,sourceandtargetlanguages,culturaldifferences,uae,,,,,,,,,,,
658,cognitiveflexibility,mobilephones,ict,taskswitching,workingmemory,inhibitioncontrol,attentioncontrol,multitasking,socialnetworkingsitessns,selftraining,searchengines,,,,,
659,teammanagement,ibeacon,corelocation,iosapplication,,,,,,,,,,,,
660,digitalmedia,charactereducation,thematicintegrative,,,,,,,,,,,,,
661,eportfolio,educationaltechnology,highereducation,employability,humanresources,,,,,,,,,,,
662,abstractthisstudyaimstorevealstudentsprofileofdigitalethicsinsurakartacity,indonesiacurrenttechnologicaltrendsgeneratesignificantimplicationsforthetechnologicaldigitalizationstoallpartsofhumanlivesinformationandcommu,,,,,,,,,,,,,,
663,anonymousquestionraising,blendedlearning,flippedclassroom,problembasedlearning,,,,,,,,,,,,
664,frauddetection,machinelearning,creditcardfraud,customerprofile,transactionprofile,,,,,,,,,,,
665,smartphoneapplication,crowdsourcing,mobilesignalcoverage,sensors,socialapplication,datasharing,,,,,,,,,,
666,elearningsystem,actualuse,saudiuniversities,,,,,,,,,,,,,
667,mobileapps,autism,socialskills,socialstories,,,,,,,,,,,,
668,mobiletechnologies,mobilelearning,analyticalcompetence,icttools,futurespecialists,,,,,,,,,,,
669,islamicreligiouseducation,mobilelearning,learningmanagementsystem,worship,,,,,,,,,,,,
670,trafficcongestion,smarttraffic,trafficlightcontrol,intelligenttransportationsystem,antcolonyoptimization,smartmobility,intelligentmobility,,,,,,,,,
671,smartphoneapplication,carsafe,sensor,detection,,,,,,,,,,,,
672,voicetime,takemedication,latitudeandlongitudeinformation,emergencycall,speechrecognition,diabeticretinopathy,,,,,,,,,,
673,mobileheutagogy,studentteachers,pedagogicalchange,teachingtechnology,,,,,,,,,,,,
674,motorsafe,motorbike,acceleration,android,,,,,,,,,,,,
675,gamification,mobile,questionnaire,,,,,,,,,,,,,
676,mobileapplication,elderlysystem,householdaccount,speechrecognition,,,,,,,,,,,,
677,roadinformation,roadwidth,objectdetection,lanedetection,vanishingpoint,,,,,,,,,,,
678,universitystudents,technologyacceptancemodeltam,computerselfefficacy,socialinfluence,enjoyment,systeminteractivity,computeranxiety,technicalsupport,perceivedusefulness,perceivedeaseofuse,studentsintentiontouseelearning,th,,,,
679,amobileapp,predictivesystems,fuzzyalgorithm,neuralnetwork,pedagogy,,,,,,,,,,,
680,hiragana,handwritingrecognition,deepneuralnetworksearch,android,realtime,,,,,,,,,,,
681,internetofthingsiot,powermanagement,globalsystemformobilecommunicationgsm,,,,,,,,,,,,,
682,theatricalactivities,roleplay,smartphonevideo,authenticlearning,authenticlearningenvironment,,,,,,,,,,,
683,mobilelearning,semanticweb,elearning,bigdata,rdf,,,,,,,,,,,
684,mobileadhocnetworks,adhocondemandroutingprotocol,attacks,blackholeattack,noxiousnode,,,,,,,,,,,
685,mlearning,ecg,arrhythmia,nursingstudents,,,,,,,,,,,,
686,cassavachipcollaboration,collaborativesupplychain,agriculturemobileapplication,,,,,,,,,,,,,
687,virtualreality,onlinelearning,highereducation,,,,,,,,,,,,,
688,mobiledictionary,anggahungguhingbalineselanguage,stringmatchingmethod,userresponse,offlinemode,firebase,,,,,,,,,,
689,foreignlanguage,listeningcomprehension,learning,assessment,binauralaudio,testing,multimodalinterfaces,,,,,,,,,
690,mobilelearning,studentsvocabulary,android,,,,,,,,,,,,,
691,mobileaugmentedreality,augmentedreality,ar,mixedreality,situatedsimulations,sitsim,archive,narrative,storytelling,locationbasedmedia,digitalculturalheritage,omahabeach,dday,,,
692,mobilephoneaddiction,smartphones,learnerperformance,,,,,,,,,,,,,
693,phishingdetection,machinelearning,featureselection,randomforest,multilayerperceptron,,,,,,,,,,,
694,mlearning,framework,integration,model,,,,,,,,,,,,
695,databasemanipulation,homomorphicencryption,pailliersencryptionalgorithm,,,,,,,,,,,,,
696,virtualinstrument,handgesture,traditionalmusic,headmounteddisplayhmd,,,,,,,,,,,,
697,nameddatanetworking,contentcentricnetworking,informationcentricnetwork,cachingrouter,clusteringmethods,analytichierarchyprocess,,,,,,,,,,
698,mobileweb,evaluationapplication,countenance,aneka,trihitakarana,,,,,,,,,,,
699,cnn,javaneseletter,characterrecognition,mobileclient,2tierarchitecture,api,,,,,,,,,,
700,gamification,knowledgemanagement,crowdsourcing,smartcity,,,,,,,,,,,,
701,tammodel,perceivedusefulness,perceivedeaseofuse,intentiontoadoptsmarthome,,,,,,,,,,,,
702,financialmanagementcompetency,mobileapplication,mobilelearning,mobilescaffoldingapplication,scenariobasedlearning,,,,,,,,,,,
703,digitalcompetence,framework,selfassessment,universityeducation,developmentofthedigitalcompetence,pedagogicalspecialists,,,,,,,,,,
704,numeracyunderstandingmodel,mobilelearningmlearning,enumeracy,primaryschool,mobileapp,,,,,,,,,,,
705,healthcare,mobilehealthmhealth,usability,artificialintelligence,developingcountries,,,,,,,,,,,
706,conferencepaper,knowledgemanagement,mobileapplication,,,,,,,,,,,,,
707,mediacompetence,mediaeducation,multimediatools,ict,mobiletechnologies,teachers,,,,,,,,,,
708,mobilelearningplatformmlp,unitedarabemirates,technologyacceptancemodeltam,systemquality,informationquality,contentquality,servicequality,structureequationmodelingplssem,emiratesuniversities,,,,,,,
709,applicationprogramminginterface,bigdata,floodforecasting,,,,,,,,,,,,,
710,mobileapp,perceivedusability,usabilitytestevaluation,,,,,,,,,,,,,
711,mathematics,learning,qrcode,webaddress,smartphone,,,,,,,,,,,
712,sakai,mobilelearning,educationaltechnology,,,,,,,,,,,,,
713,challenges,opportunities,socialmedia,teachingofwriting,teslpreserviceteachers,,,,,,,,,,,
714,globalgrassrootscommunitymovement,opendevicelab,onlineuserreview,serviceuserexperienceevaluation,,,,,,,,,,,,
715,mobilelearning,highereducation,madoption,ipadinitiative,,,,,,,,,,,,
716,universityindustrylinkageuil,knowledgemanagementkm,universityindustrycollaborationuic,talentmobilitytm,nationalresearchuniversitynru,personnelsharingmodel,universityassessmentsystem,mobileweb,,,,,,,,
717,mbankingusability,financialtechnology,digitaleconomy,deafness,,,,,,,,,,,,
718,mobileexperience,thinkaloudprotocol,usabilityevaluation,,,,,,,,,,,,,
719,socialmediaanalytics,sentimentanalysis,precommercialization,,,,,,,,,,,,,
720,cyberphysicalsystem,greendatacenter,energyconsumption,wirelesscommunication,,,,,,,,,,,,
721,ssl,tls,poodle,vulnerabilities,protocolversionsupgrade,,,,,,,,,,,
722,egovernment,interviewapproach,mobileexperience,usabilityperformance,userperception,,,,,,,,,,,
723,cloudworldsynergy,englishlanguageteachingelt,adultlearners,integrating,mobiledevices,perspectives,handheldtechnologies,,,,,,,,,
724,organoleptictests,decisiontree,c45algorithm,android,,,,,,,,,,,,
725,mlearning,smartphones,ict,,,,,,,,,,,,,
726,bagging,boosting,dataanalysis,mobileapplication,mobileintelligentsystem,machinelearningtechniques,rainfallpredictionsvm,,,,,,,,,
727,mobilelearning,augmentedreality,arcweldinglearning,tvet,userevaluation,,,,,,,,,,,
728,networkattacks,distributeddenialofserviceattacks,flashcrowds,andtrafficcongestion,,,,,,,,,,,,
729,wirelesssensornetworkswsn,asrcrouting,clusterheadchselection,replication,datacommunication,,,,,,,,,,,
730,assistivemobilehealthapplications,cognitivedecline,olderadults,qualityoflife,,,,,,,,,,,,
731,mobilehealthapplicationsadoption,mobilehealthapplicationsuseintention,olderadults,tam,perceivedusefulness,perceivedeaseofuse,subjectivenorm,facilitatingconditions,,,,,,,,
732,mobileapplication,realisticmathematics,creativethinkingability,,,,,,,,,,,,,
733,computernetworking,ciscopackettracer,simulation,,,,,,,,,,,,,
734,intelligentpredictive,naturallanguageprocessing,wordmatching,mobilebasedsystem,,,,,,,,,,,,
735,decisionmaking,technologyadoption,consumerbehaviour,enduserbehaviour,intentiontouse,mobilepayment,mpayment,thailand,,,,,,,,
736,autoreplysystem,smsbasedsystem,systemperformance,usability,usequestionnaire,,,,,,,,,,,
737,individualdifferentiation,mobileapplication,learningsupport,education,,,,,,,,,,,,
738,spirituality,socialmedia,conceptualmodel,,,,,,,,,,,,,
739,learningachievement,readingtextbook,readingintensity,smartphoneaddiction,achievementmotivation,,,,,,,,,,,
740,crimeprevention,communitysafety,crowdsourcing,gamification,locationaware,,,,,,,,,,,
741,trustcomputation,nodetrustprediction,manet,,,,,,,,,,,,,
742,technologyinlearning,eassesment,emodule,scienceprocessskills,physicspracticum,,,,,,,,,,,
743,scienceprocessskills,mpracticumguidebooks,masessment,,,,,,,,,,,,,
744,isaa,facp,indianportageguide,basicmrparta,assessmenttools,mobileapplication,asd,,,,,,,,,
745,tablets,evidence,mathematics,systematicreview,mobilelearning,learning,education,,,,,,,,,
746,mobilelearning,technologyadoption,,,,,,,,,,,,,,
747,gamification,mobiledigitalcontentapplicationsmdca,psychologicalwellbeingpwb,,,,,,,,,,,,,
748,mobilevideoplatform,segmentation,questionlocation,recall,,,,,,,,,,,,
749,mlearning,esp,mobileinstruction,,,,,,,,,,,,,
750,mobilelearning,usercentreddesign,userinterface,contentmanagementsystem,usability,rapidprototyping,usertesting,,,,,,,,,
751,quiz,assessment,moodle,blackboard,mobile,application,online,eassessment,lms,learning,,,,,,
752,mobileip,routing,careofaddress,homeagent,foreignagent,,,,,,,,,,,
753,digitalapplication,attendancemanagementsystem,teachersabsenteeism,mobileapplication,,,,,,,,,,,,
754,vocabularylearning,mobileassistedlanguagelearning,englishasasecondlanguage,appsfeatures,,,,,,,,,,,,
755,digitalstorytelling,creativeteaching,21stcenturylearning,web20,,,,,,,,,,,,
756,keywordspersonalizedreading,userprofile,scenario,slowlearner,,,,,,,,,,,,
757,algorithm,datastructure,gamebasedlearning,stack,,,,,,,,,,,,
758,jawiscript,mobileapplications,gamebasedlearning,spellingmethods,studentsattraction,,,,,,,,,,,
759,androidapplication,learningbasicsolat,childhood,,,,,,,,,,,,,
760,mobileaugmentedreality,chemicalbond,misconceptions,visualizations,,,,,,,,,,,,
761,decisionmakingstyle,selfdirectedlearning,constructionrelatedworker,adultlearning,,,,,,,,,,,,
762,augmentedreality,learningtool,programfundamentalteaching,controlstructure,flowchart,,,,,,,,,,,
763,pairprogrammingtechnique,pairprogrammingtool,collaborativetool,engineeringstudents,educationaltool,engineeringeducation,,,,,,,,,,
764,activelearning,digitalsmartboard,primaryschoolstudents,learning,,,,,,,,,,,,
765,extensivereading,readingfluency,mobileassistedextensivereading,,,,,,,,,,,,,
766,preserviceteachers,socialcognitivetheory,socialmedia,technologyacceptancemodel,theoryofplannedbehaviour,,,,,,,,,,,
767,educationalgames,osimodel,computernetwork,actiongame,,,,,,,,,,,,
768,confirmatoryfactoranalysis,indicators,mobileassessmenttool,sustainablecreativetourism,,,,,,,,,,,,
769,digitallearningtools,ulearning,mlearning,hypothesistest,statistics,,,,,,,,,,,
770,thesissupervisionsystem,highereducation,mobilelearning,mobileapplication,studentadvisorcommunication,peercollaboration,,,,,,,,,,
771,drugs,evaluation,instruction,mobilemultimedia,tutorial,,,,,,,,,,,
772,virtualreality,guidedtour,storytellingtechnique,mobileapp,,,,,,,,,,,,
773,gamification,farmpractice,participation,userengagement,android,mobileapp,,,,,,,,,,
774,mobilesocialnetworksmsn,systemquality,networkingquality,servicequality,informationquality,,,,,,,,,,,
775,android,jemasik,graphicrepresentation,vectorrepresentation,,,,,,,,,,,,
776,keywords,introduction,networkclients,security,cryptography,,,,,,,,,,,
777,mobilecommunication,tvstreaming,smartdigitalmobile,tvupi,,,,,,,,,,,,
778,marketing,technology,students,highereducation,,,,,,,,,,,,
779,smartcarparking,mobileapplication,iot,rfid,,,,,,,,,,,,
780,highereducationinstitution,keyperformanceindicator,multicriteriadecisionmakingproblemmcdm,,,,,,,,,,,,,
781,manet,selfishnodes,fading,throughput,alternateroute,helpernodes,,,,,,,,,,
782,signalingprinciples,lowachievinglearners,usability,interactiondesign,assistivecourseware,,,,,,,,,,,
783,corporatesocialresponsibility,changluncommunity,accesslog,wifi,wirelessnetwork,internet,,,,,,,,,,
784,olderadults,qualityoflife,mhealthapplication,smartphone,mobilepeersupport,,,,,,,,,,,
785,diffusion,lightweighthashingtechniques,mersennenumber,energyefficiency,,,,,,,,,,,,
786,buildingtrust,marketplaces,trust,risk,behavior,security,ecommerce,,,,,,,,,
787,virtuallaboratorium,virtualreality,mobile,digitalengineering,,,,,,,,,,,,
788,socialmediaexploitation,api,permission,sms,camera,mobilemalwares,mobilephonesurveillancefeature,,,,,,,,,
789,nameddatanetworking,prefix,broadcast,ndnsim,ns329,,,,,,,,,,,
790,devicetodevice,modeselection,fifthgeneration,,,,,,,,,,,,,
791,mobilecloudcomputing,virtualization,securityandprivacyofinformation,uservirtualmachines,,,,,,,,,,,,
792,networkanalysismodel,signalingcost,handofflatency,nameddatanetworking,producermobilitysupport,broadcaststrategy,mobilityinterest,,,,,,,,,
793,mobapp,deliveryprocess,shippedproducts,qualityattributes,usecases,,,,,,,,,,,
794,educationalgame,blackboxtesting,gameapplication,userinterface,learningmedia,,,,,,,,,,,
795,augmentedreality,input,performance,,,,,,,,,,,,,
796,barrierstosocialmedia,teachingandlearning,highereducation,,,,,,,,,,,,,
797,flippedclassroom,mathematicalmodelling,teachereducation,preserviceteacher,,,,,,,,,,,,
798,intentiontouse,peruvianstudents,technologyacceptancemodel,smartphone,,,,,,,,,,,,
799,mixedreality,volumerendering,medicalimaging,raycasting,raytracing,,,,,,,,,,,
800,mobilecloudcomputing,movingmobilestorage,rest,cloudcomputingservicemodel,nosqlclouddatabases,syncapiforandroid,,,,,,,,,,
801,nfc,nearfieldcommunication,electronicmedicalrecord,,,,,,,,,,,,,
802,3dcloaking,locationprivacy,mobilesensornetworks,locationmonitoringsystems,,,,,,,,,,,,
803,touchscreeninterface,2dtouch,3dtouch,stable3dtoucharea,mobiledevice,,,,,,,,,,,
804,mobiledevices,mobilephones,mobiletelecommunicationsystems,sensors,surveys,,,,,,,,,,,
805,secondaryeducation,autism,adolescents,mobileapps,,,,,,,,,,,,
806,mlearning,transmissionlines,wavespropagation,highfrequencyelectronics,smithchart,fdtdmethod,android,,,,,,,,,
807,internetofthingsiot,smartclassroom,raspberrypi,,,,,,,,,,,,,
808,mobileapplication,regressiontesting,behaviordrivendevelopment,visualprogrammingenvironment,catrobat,,,,,,,,,,,
809,emoji,mobile,userfeedback,emotion,crowdrequirementsengineering,survey,perception,,,,,,,,,
810,googleplaystore,installationdecision,photographyapplications,structuralequationmodeling,,,,,,,,,,,,
811,nbiot,5g,emtc,emimo,ca,,,,,,,,,,,
812,internetofthings,patientmonitoringsystems,wirelessbodyareanetwork,smartshirt,mhealth,ehealth,,,,,,,,,,
813,mobilecomputing,cloudcomputing,mobilesecurity,mobileattacks,denialofserviceattacks,distributeddenialofserviceattacks,,,,,,,,,,
814,ids,ddos,mlp,naïvebayes,randomforest,,,,,,,,,,,
815,wirelesssensornetworks,heterogeneous,clustering,backbone,mobilesink,shortestspanningtree,,,,,,,,,,
816,lms,collaborationspace,imsld,elearningplatform,designinganimsldmetamodel,,,,,,,,,,,
817,mobilelearning,schoolhomecooperation,multilingual,ebook,,,,,,,,,,,,
818,fashion,augmentedreality,mobileaugmentedreality,ar,mar,mobileretailing,informationtechnology,,,,,,,,,
819,speedthinking,educationalgame,playerbehavior,logdata,,,,,,,,,,,,
820,applicationbasedlearning,chemicalbonds,educationalgames,,,,,,,,,,,,,
821,gis,algorithm,geotechnicaldata,engineering,drilling,,,,,,,,,,,
822,tourpackage,recommendationsystem,casebasedreasoning,dempstershafertheory,naïvebayes,bayestheorem,webresponsive,kfoldcrossvalidation,,,,,,,,
823,mobilephone,application,workordersystem,infrastructure,,,,,,,,,,,,
824,virtualreality,fishtypes,googlevr,kindergarten,unity3d,blender,learningmedia,,,,,,,,,
825,peerinstruction,higherorderthinkingskills,onlinesociallearning,,,,,,,,,,,,,
826,teachertraining,antisexualviolence,multimedia,,,,,,,,,,,,,
827,authentication,unauthorizedserviceaccess,mobile,distributednetwork,,,,,,,,,,,,
828,learningmanagementsystem,elearning,perception,highereducationsystem,,,,,,,,,,,,
829,mobileapplications,antenatalcare,prenatalcare,developingcountries,,,,,,,,,,,,
830,attitudes,knowledge,socioemotion,technologygadget,,,,,,,,,,,,
831,crossplatform,mobileapplication,programmingbasics,multiagentsystem,learningoutcomes,mlearning,xamarinforms,selflearning,,,,,,,,
832,mobileapplication,sql,javaprogramming,android,ios,,,,,,,,,,,
833,mobilecommerce,mobileapplications,technologyacceptancemodeltam,consumerbehaviour,trust,selfefficacy,,,,,,,,,,
834,chinesecharacterwriting,animation,frogvle,ctml,,,,,,,,,,,,
835,chemistry,moodle,elearning,clicker,augmentedreality,,,,,,,,,,,
836,onlinelearningenvironment,adultlearners,learningdesign,professionallearning,,,,,,,,,,,,
837,gameattributes,seriousgame,learningtheory,,,,,,,,,,,,,
838,datahandling,learningdifficulties,smartboard,higherorderthinkingskills,primaryschool,,,,,,,,,,,
839,hapticdevice,virtualpulsesimulation,pulsediagnosisstudy,pulsewaveformmodeling,,,,,,,,,,,,
840,gamebasedmobileapplication,gameelements,jawiunderstanding,studentsperformance,,,,,,,,,,,,
841,socialmediatechnology,highereducation,teachingandlearning,bibliometricanalysis,,,,,,,,,,,,
842,wirelesssensornetwork,rts,cts,udp,tcp,,,,,,,,,,,
843,mobilelearning,studentgeneratedactivities,mobileethics,,,,,,,,,,,,,
844,library40academiclibraries,,,,,,,,,,,,,,,
845,mobileusability,internationalstandards,interfacedesign,standardizationproblems,,,,,,,,,,,,
846,vanets,routingprotocol,gpsr,dvagpsr,direction,speed,density,,,,,,,,,
847,teachersprofessionaldevelopment,peermentoring,curriculuminnovation,affinityspace,,,,,,,,,,,,
848,trafficflowmodelling,cellularautomata,parallelcomputing,,,,,,,,,,,,,
849,mobileapplication,multihopcommunication,wirelesssensornetworkwsn,meshtopology,andiotesp8266module,,,,,,,,,,,
850,affective,attitudes,interest,,,,,,,,,,,,,
851,internetofthings,codec,orthogonalfrequencydivisionmultiplexing,modelling,,,,,,,,,,,,
852,adhocnetworks,manet,vanet,fanet,uwvanet,,,,,,,,,,,
853,multilayeredmultimodalbiometric,security,privacy,securedaccess,datapartition,,,,,,,,,,,
854,unscentedkalmanfilterukf,rssibaseddistancelocalization,wifitrackingsystem,,,,,,,,,,,,,
855,collocations,writing,mobileassistedlanguagelearning,,,,,,,,,,,,,
856,application,opensmartclassroom,openlearning,informationmediaandtechnologyskills,,,,,,,,,,,,
857,aomdv,dsdv,nodedistance,packetloss,throughput,variationofnodesnumber,psnr,wirelessmeshnetwork,,,,,,,,
858,applicantsforeducation,educationalprocess,highereducation,learningoutcomes,students,teachers,,,,,,,,,,
859,highereducation,entrepreneurshipeducation,mobilelearning,globalization,informationandcommunicationtechnologies,,,,,,,,,,,
860,innovationactivityassessment,mobilelearning,projectrisk,riskassessment,technicalspecialist,,,,,,,,,,,
861,digitaleconomy,entrepreneurship,mobilelearning,mobilelearningplatforms,,,,,,,,,,,,
862,cognitivism,mobilelearning,educationaldesign,extraneouscognitiveloadecl,germanecognitiveloadgcl,,,,,,,,,,,
863,intensivetraining,mobilelearning,motivation,preparedandunpreparedspeech,projectwork,,,,,,,,,,,
864,mobilelearning,traditionallearning,mlearning,trainingprograms,economicsapplications,gamificationoflearning,,,,,,,,,,
865,blog,mobilelearning,journalism,learningeffectiveness,onlinemedia,,,,,,,,,,,
866,mobilelearning,mobiletechnology,personalizedlearning,smartphone,tablet,,,,,,,,,,,
867,collaborativelearning,distancelearning,elearning,mobilelearning,onlinelearning,smartphone,,,,,,,,,,
868,softwaredevelopment,gamedevelopment,industry40,childrenwithdownsyndrome,mlearning,mobilebasedgamelearning,,,,,,,,,,
869,smarttechnology,socialmedia,professionallearningcommunities,,,,,,,,,,,,,
870,mobileapps,consumeracceptance,retail,smartphoneapps,,,,,,,,,,,,
871,informationsystems,informationscience,mobileappdesign,designscienceapproach,measurementapp,,,,,,,,,,,
872,floodidentification,cnn,crowdsourcedata,gis,,,,,,,,,,,,
873,eassessment,softskills,2ndgenerationsosie,behavioraltests,humanresources,,,,,,,,,,,
874,interactivemobilelearning,android,analysis,synthesis,electroniccomponen,,,,,,,,,,,
875,mlearning,tqmclassroom,communications,,,,,,,,,,,,,
876,divayanaformula,platforms,onlinelearning,socialdistancing,,,,,,,,,,,,
877,municipalities,localgovernment,southafrica,mobilerisks,trainingandawareness,,,,,,,,,,,
878,socialmedia,brandawareness,businessconsultancycompetition,,,,,,,,,,,,,
879,appmarketing,appinstallationads,mediumapps,,,,,,,,,,,,,
880,datatrace,supportfactor,confidencefactor,trainingset,exactrange,sizerange,patternrange,,,,,,,,,
881,digitalflipbook,researchanddevelopment,immunesystem,validation,,,,,,,,,,,,
882,mobileapp,netpromoterscore,smartphoneapp,likelihoodtorecommend,,,,,,,,,,,,
883,leadershiptraining,etraining,aspiredleader,enpqel,,,,,,,,,,,,
884,communication,shortestpaths,informationdiffusion,centralities,neighbournodes,,,,,,,,,,,
885,learningmotivation,mobilelearning,remindertool,,,,,,,,,,,,,
886,smartphone,mobilelearning,polytechnic,learningmotivation,interaction,learningperformance,,,,,,,,,,
887,mobileadhocnetworks,blackholeattack,trust,malevolentnode,packetdropping,,,,,,,,,,,
888,phetsimulation,criticalthinkingskills,covid19,,,,,,,,,,,,,
889,tourism,chatbot,naturallanguageprocessing,machinelearning,jeddah,,,,,,,,,,,
890,zoommeeting,datausage,onlinelearning,covid19,,,,,,,,,,,,
891,electricalappliances,iot,controllingsystem,smartroom,,,,,,,,,,,,
892,inlandwaterwaytransportiwt,globalpositioningsystemgps,android,,,,,,,,,,,,,
893,classroom,mobileeducationalapplications,teachingandlearning,,,,,,,,,,,,,
894,vpn,ipsec,gre,wireguard,protocol,security,tunnel,ikpsk2,vpnperformance,,,,,,,
895,multirobotics,pathplanningpp,acoalgorithm,metaheuristicsuncertainties,,,,,,,,,,,,
896,humanmobility,longshorttermmemorylstm,dbscan,,,,,,,,,,,,,
897,gpsr,manet,qos,pdr,e2edelay,nrl,,,,,,,,,,
898,bigdatamaturitymodel,bigdatasmes,bdmmmobileapplication,bdmm,,,,,,,,,,,,
899,topkpersonalizeddataset,gravimeterfilteringtechnique,treeoriented,,,,,,,,,,,,,
900,brunermodel,geometry,leshmodel,mathematicalachievement,mobiledevices,slowmotion,,,,,,,,,,
901,educationalrobotics,roboticskits,computationalthinking,coding,creativity,criticalthinking,preschooleducation,primaryeducation,,,,,,,,
902,chatbots,messenger,websites,naturallanguageunderstanding,brandrepresentation,,,,,,,,,,,
903,mobileapplications,dyslexia,screening,intervention,,,,,,,,,,,,
904,machinelearning,deeplearning,cybersecurity,applications,,,,,,,,,,,,
905,textmessaging,mobileapplication,pushnotification,highereducation,,,,,,,,,,,,
906,mobileapplication,android,civiceducation,,,,,,,,,,,,,
907,technology,writingskills,esleflcontexts,,,,,,,,,,,,,
908,socialmediacommunication,socialmediamarketing,thaihotels,smes,,,,,,,,,,,,
909,enterpriseresourceplanningerp,decisionmaking,mobilestore,,,,,,,,,,,,,
910,communicationstudies,hoax,blendedlearning,highereducation,,,,,,,,,,,,
911,attendancesystem,crossingnumber,geospatialretrieval,mobilefingerprint,pnpoly,,,,,,,,,,,
912,heritagetourism,usercentreddesign,mobileguideservice,,,,,,,,,,,,,
913,keywords,nomophobia,mobilephone,psycholoneliness,learning,,,,,,,,,,,
914,mobileapplication,visuallyimpaired,emailing,texttospeechconversion,speechtotextconversion,outdoornavigation,schedulemanagement,,,,,,,,,
915,augmentedrealityar,mobilelearningapplication,hajj,children,earlychildhoodeducation,,,,,,,,,,,
916,handwrittenarabictext,holisticrecognition,localbinarypattern,supportvectormachines,artificialneuralnetwork,,,,,,,,,,,
917,iot,waterqualitymonitoring,gsm,cloud,,,,,,,,,,,,
918,socialmedia,comprehensiveness,onlineshoppingintention,jordan,pharmacies,,,,,,,,,,,
919,instantmessaging,useofinstantmessagingforacademicpurpose,technologyacceptancemodel,,,,,,,,,,,,,
920,gamegenres,comparinggamegenres,evolutionofgamegenres,,,,,,,,,,,,,
921,customerclassification,boosting,c45decisiontree,neuralnetwork,knn,,,,,,,,,,,
922,distributedledgertechnology,blockchainconsensusalgorithms,proofofwork,,,,,,,,,,,,,
923,mysql,independencecharacters,eassessment,,,,,,,,,,,,,
924,androidgame,colloids,chemistry,learningmedia,,,,,,,,,,,,
925,perceivedusefulness,perceiveseaseofuse,credibility,entertainment,informativeness,irritation,malaysia,,,,,,,,,
926,mobileenterpriseapplications,textclassification,userstories,,,,,,,,,,,,,
927,bh1750,dht11,esp8266,streetlightingsystem,,,,,,,,,,,,
928,multimodalinteraction,speechrecognition,gesturerecognition,smartphoneapplication,smarthome,,,,,,,,,,,
